Citizen_ID,Age,Gender,Modeof_Transport,WorkHours,Shopping_Hours,Energy_kWh,Charging_Station_Usage,CO2_kg,Daily_Steps,Calories_Burned,Sleep_Hours,Entertainment_Hours,SocialMedia_Hours, PublicEvents_Hours ,Total_Activity_Hours,Total_Health_Hours,Fitness_Index,Fiteness_Index1_Scale,Age_Based_Fitness
1598,28,Male,Car,9,4,7.08,0,27.24,18140,1168,9.9,1,3.2,1.5,21.72,12.92,29.64,9,Excellent
1672,28,Female,Public Transport,6,2,2.5,0,65.67,18801,1305,4.9,0,3.9,2.8,17.83,8.03,24.62,7,Good
1744,28,Female,Bicycle,4,0,3.81,1,62.29,16678,1257,5.9,3,5.9,0.9,16.58,8.68,23.15,7,Good
1761,28,Male,EV,7,0,9.08,0,99.25,17528,996,4.3,3,3.9,0.9,17.72,7.22,23.8,7,Good
1812,28,Female,Walking,9,2,9.07,1,19.9,9419,729,8.4,1,5.7,0.4,19.67,9.97,26.11,8,Excellent
1879,28,Male,Walking,4,3,8.2,1,24.46,8953,878,4.3,3,2.2,2.1,15.79,5.79,21.24,6,Good
1919,28,Male,Bicycle,0,1,9.73,0,41.71,18855,1087,10,2,4.9,0.6,11.64,13.14,17.4,5,Need Improvements
1925,28,Male,Car,1,3,8.49,0,94.96,16439,1014,4.1,3,5.8,0.6,16.14,6.84,21.91,6,Good
1027,29,Female,Public Transport,6,2,3.8,0,75.06,17984,1086,8.4,0,5.9,0.9,17.8,11.4,24.58,7,Good
1126,29,Male,Public Transport,4,1,6.14,0,82.45,14960,1176,5.7,3,3,0.6,14.09,8.19,19.98,6,Good
1220,29,Male,EV,5,4,9.62,0,40.42,12708,1119,9.4,1,5.2,2.7,20.02,11.52,27.43,8,Excellent
1298,29,Female,Public Transport,3,2,8.02,1,84.14,11532,772,9.3,3,5.1,2.3,17.32,11.22,23.49,7,Good
1348,29,Male,Car,4,1,3.99,0,35.67,12986,993,9.3,2,4.8,1.7,15.66,11.46,21.95,6,Good
1439,29,Other,Walking,0,4,7.02,0,11.75,2234,225,6.3,2,5,2.4,13.77,6.67,17.76,5,Need Improvements
1490,29,Female,Bike,7,0,3.29,0,14.71,8902,649,5.7,0,5.1,1.9,15.48,7.18,20.59,6,Good
1507,29,Female,Bike,9,3,6.78,0,28.92,7450,480,4.3,2,5.7,0.3,21.24,5.54,26.99,8,Excellent
1523,29,Female,Car,4,3,8.1,0,54.82,8902,728,7.4,0,5.1,2.1,15.68,8.88,21.2,6,Good
1558,29,Female,Walking,7,1,7.66,1,47.2,15716,1118,6.7,2,0.1,1.2,13.92,9.32,19.78,6,Good
1566,29,Male,Walking,9,1,3.94,0,58.29,3102,449,8.4,2,3.7,2.5,18.72,8.92,24.41,7,Good
1576,29,Male,Car,0,3,6.59,0,31.66,4109,528,8,1,4.5,1.3,10.48,8.68,14.64,4,Need Improvements
1621,29,Male,Public Transport,1,1,6.94,1,33.85,2463,268,6.8,3,5.2,1,11.61,7.21,15.32,4,Need Improvements
1639,29,Female,Public Transport,9,2,5.49,1,54.14,9953,683,5,3,1.9,1.4,18.96,6.66,24.74,7,Good
1642,29,Other,Bicycle,0,2,4.21,0,32.23,18139,1338,6.5,0,3.7,0.1,8.82,9.52,14.08,4,Need Improvements
1654,29,Male,Walking,4,1,2.1,0,26.46,8130,858,8.7,2,3.4,1,12.76,10.06,18.11,5,Need Improvements
1675,29,Male,Bicycle,0,0,2.29,0,18.18,18671,1246,9.7,3,1.1,1.5,8.71,12.81,14.16,4,Need Improvements
1762,29,Male,Walking,3,3,2.69,0,79.34,8507,682,6.5,2,1.6,2.1,13.12,7.92,17.92,5,Need Improvements
1768,29,Female,Walking,8,2,9.48,1,79.41,6756,586,7.9,0,0.4,3,14.53,9.03,19.59,5,Need Improvements
1864,29,Female,Bike,9,2,4.74,0,64.54,2389,434,5.6,1,1.3,2.9,16.6,6,21.49,6,Good
1952,29,Male,Car,4,3,4.97,0,62.12,13870,1031,6.9,0,4.6,1.7,15.61,9.21,21.66,6,Good
1156,30,Female,Public Transport,2,0,7.4,0,10.53,3576,585,9.7,3,4.4,0.8,10.8,10.3,15.34,4,Need Improvements
1173,30,Male,Bicycle,3,4,7.37,1,27.2,6591,799,4.3,2,3.5,2.2,15.8,5.4,21.09,6,Good
1197,30,Male,Bicycle,0,2,5.89,1,32.3,15831,1002,4.9,1,2.9,0.1,8.64,7.54,12.98,3,Need Improvements
1429,30,Male,Car,0,2,3.43,1,91.85,17961,1237,4.8,2,0.2,1,8.19,7.79,12.91,3,Need Improvements
1477,30,Male,Bicycle,3,0,6.88,0,93.7,1565,333,9.9,2,3.9,1.1,10.26,10.16,14.22,4,Need Improvements
1575,30,Male,EV,3,3,9.8,0,95.22,8863,875,8.1,1,4.4,0.3,13.18,9.58,18.58,5,Good
1623,30,Male,EV,6,3,7.82,0,58.39,17877,1018,5,2,4.3,1.7,19.98,7.98,26.64,8,Excellent
1635,30,Female,Car,1,0,3.58,0,89.04,5190,514,4.4,0,4.9,1,7.77,5.27,10.9,3,Need Improvements
1683,30,Male,EV,2,1,5.37,0,31.3,4970,710,6.7,3,1.3,2.6,10.73,7.53,15.13,4,Need Improvements
1719,30,Female,Walking,2,2,9.71,0,53.78,18342,1090,6.3,0,0.1,1.8,8.96,9.36,13.72,3,Need Improvements
1729,30,Female,Walking,4,4,5.25,1,94.02,17409,1012,9.5,1,4.1,2.1,18.1,12.4,24.93,7,Excellent
1787,30,Male,EV,8,0,7.14,1,56.66,5853,464,8,1,0.8,0.9,11.68,8.98,15.94,4,Need Improvements
1791,30,Male,Public Transport,1,2,8.41,0,32.75,8933,907,9.4,2,0.4,0.5,7.39,10.89,11.86,3,Need Improvements
1819,30,Male,Walking,4,4,6.04,0,40.47,9656,693,5.6,1,1.6,0.1,12.31,7.21,16.86,5,Good
1849,30,Male,Bike,0,4,9.77,1,82.53,19738,1163,7.5,0,1.7,1.7,10.69,10.79,16.09,4,Need Improvements
1915,30,Female,Bike,8,4,4.07,0,29.37,6644,614,7.9,2,4,0.3,19.41,9.01,25.5,8,Excellent
1051,31,Female,Walking,3,0,3.06,1,58.43,15312,1014,4.2,1,1.9,2.8,11.25,6.75,16.06,4,Need Improvements
1064,31,Female,Walking,8,0,6.6,0,21.42,13128,1069,6.6,3,1.8,2.2,17.19,8.79,23.59,7,Excellent
1081,31,Female,Car,2,4,5.91,0,43.47,7217,825,8.2,3,1.3,2.7,14.2,9.4,19.72,6,Good
1086,31,Male,EV,2,3,6.11,0,17.21,11097,805,7.9,2,3.5,0.2,12.55,9.75,17.66,5,Good
1143,31,Female,Walking,5,0,9.45,0,77.94,10663,712,6.6,3,0.2,2.3,12.28,8.38,16.98,5,Good
1148,31,Male,Car,4,0,2.39,0,61.92,15104,1020,9,0,2.8,2.6,11.92,11.52,17.47,5,Good
1338,31,Male,Bike,6,1,6.07,1,17.78,2100,551,7.1,2,2,1,12.35,7.45,16.81,5,Good
1438,31,Male,EV,9,4,4.74,1,80.32,6782,736,6.8,2,2.7,2.2,21.03,7.93,27.56,8,Excellent
1514,31,Female,Car,9,3,9.35,1,67.43,11916,973,9,2,3.9,0.9,20.79,10.99,28.01,8,Excellent
1646,31,Female,Bike,7,0,9.38,0,56.82,6724,741,8.2,1,3.3,2.1,14.52,9.32,19.93,6,Good
1665,31,Male,Bicycle,8,0,2.6,0,40.2,3409,336,5.9,3,1.5,2.4,15.47,6.47,19.97,6,Good
1754,31,Male,Bike,3,2,8.15,0,31.76,2203,276,9.6,3,4.4,2.4,15.17,9.97,19.95,6,Good
1843,31,Female,Bicycle,5,1,5.34,1,74.83,17648,1189,7.9,2,1,0.2,12.14,10.84,17.94,5,Good
1877,31,Female,EV,4,4,2.31,1,19.55,5675,691,4.2,1,2.9,2.9,15.75,5.15,20.8,6,Good
1957,31,Male,Car,0,1,5.45,1,18.95,5861,726,7.4,2,0.7,2.1,6.78,8.38,10.51,2,Need Improvements
1980,31,Female,Car,2,1,4.98,0,15.54,13807,1020,8.3,0,3.6,2.5,11.4,10.6,16.76,5,Good
1984,31,Female,Bicycle,5,4,8.94,1,32.49,16929,1306,7.3,1,4.4,1.9,19.12,10.12,26.47,8,Excellent
1989,31,Male,EV,0,4,4.78,0,42.73,5681,404,8.5,1,2.9,2.4,11.25,9.45,15.37,4,Need Improvements
1004,32,Male,Car,7,2,3.42,0,55.46,4022,537,4.9,3,3.5,0.5,16.67,5.57,21.69,6,Good
1036,32,Female,Bicycle,9,4,6.63,0,99.72,19848,1145,9.8,0,1.2,0.7,18.21,13.11,25.36,7,Excellent
1084,32,Female,Walking,0,0,5.35,0,80.24,2410,558,7.1,1,1.9,0.8,4.1,7.5,6.93,1,Need Improvements
1100,32,Female,Car,1,3,5.26,1,30.96,19015,1121,7.4,2,5.6,1.6,16.37,10.57,22.81,7,Excellent
1152,32,Male,Walking,3,1,3.77,1,60.41,19157,1127,9.6,1,1.1,1.3,10.59,12.79,16.17,4,Need Improvements
1153,32,Male,Walking,9,0,3.11,1,44.78,4816,553,8.3,1,4.9,0.8,16.5,9.1,21.95,6,Good
1169,32,Male,Car,3,2,7.53,0,70.22,5268,605,8,1,2,1.3,10.18,8.88,14.42,4,Need Improvements
1211,32,Male,Walking,2,1,4.65,0,82.7,15120,1086,7.4,1,4,2.4,12.92,9.92,18.6,5,Good
1442,32,Female,Bicycle,6,1,9.5,0,34.77,18152,1202,9.3,3,1.4,1.3,15.73,12.33,22.44,6,Good
1457,32,Female,Bicycle,5,3,3.57,0,65.8,19756,1346,7.3,2,0.3,0.1,13.69,10.59,20.04,6,Good
1755,32,Male,Bike,2,3,5.4,0,53.47,4044,403,5.6,1,5,1.1,12.77,6.27,16.83,5,Good
1874,32,Female,Walking,0,1,7.76,0,85.82,11588,995,6.5,2,2.7,1.2,8.83,8.43,13.4,3,Need Improvements
1889,32,Female,EV,1,4,5.46,0,13.65,11730,1058,6.9,3,4,1.8,15.76,8.86,21.88,6,Good
1897,32,Female,Car,7,0,9.42,0,37.3,18675,1157,9.8,1,3.2,0.8,15.11,12.91,21.67,6,Good
1977,32,Female,EV,3,2,8.94,1,82.92,19193,1153,7.4,2,3.3,0,13.5,10.6,19.43,5,Good
1035,33,Male,Bicycle,0,3,5.36,0,85.7,19138,1223,8.5,2,4.1,0,12.29,11.69,18.26,5,Good
1090,33,Female,Car,4,1,4.29,0,82.69,7391,530,4.6,2,5,2.5,15.73,5.83,20.51,6,Good
1256,33,Female,Walking,2,0,9.03,0,82.69,14923,856,4.6,2,4.9,1.7,13.09,7.09,17.99,5,Good
1260,33,Male,Walking,8,1,9.09,0,87.29,3114,460,7,1,0.2,1.1,11.82,7.52,15.98,4,Need Improvements
1290,33,Male,Public Transport,7,2,5.38,0,83.62,5102,597,5.2,2,2.8,0.6,15.25,6.05,20.14,6,Good
1307,33,Female,Public Transport,0,0,3.63,1,84.48,6539,612,8.8,0,4.1,0.1,5.29,9.89,8.67,2,Need Improvements
1332,33,Male,Public Transport,9,3,2.31,1,16.67,16082,980,7.8,0,2.1,1.4,18.18,10.48,24.75,7,Excellent
1437,33,Male,Walking,4,3,8.2,1,91.76,19093,1067,9.3,1,5.8,1.5,18.48,12.48,25.48,7,Excellent
1476,33,Male,Walking,0,0,2.45,0,91.07,10065,814,5.1,3,5.1,0.9,10.68,6.78,15.08,4,Need Improvements
1501,33,Female,Bicycle,5,4,4.62,1,44.14,12938,790,4.6,0,4.9,1.9,17.96,6.76,23.7,7,Excellent
1509,33,Male,Bike,0,3,2.4,0,65.4,4215,374,5.8,2,1.8,2,9.5,6.5,12.88,3,Need Improvements
1524,33,Male,Walking,8,4,8.49,0,37.9,13879,1122,4.4,2,2.3,1.1,19.71,6.71,26.45,8,Excellent
1548,33,Female,EV,1,3,7.99,1,67.79,3590,330,6.6,3,5.3,1.6,14.5,7.2,18.88,5,Good
1550,33,Female,Car,6,3,3.73,1,21.38,4573,361,4.4,2,1.7,1.9,15.36,5.16,19.71,6,Good
1651,33,Male,Bicycle,4,3,5.8,0,13.09,8378,618,7.9,2,2.3,0.7,13.4,9.3,18.3,5,Good
1660,33,Male,Car,1,0,6.14,0,26.44,8548,656,8.3,0,6,0.3,8.72,9.72,12.82,3,Need Improvements
1742,33,Female,Public Transport,9,3,8.05,1,51.56,11046,971,9,0,2.8,1.6,18.24,10.84,24.96,7,Excellent
1759,33,Male,Walking,6,1,5.57,0,18.71,7192,505,7.6,3,4.3,0.6,16.1,8.8,21.28,6,Good
1765,33,Male,Bike,4,1,5.1,0,31.03,18761,1414,7.5,2,2.8,0.1,13.03,10.63,19.4,5,Good
1923,33,Female,Car,5,0,9.28,0,68.88,2894,463,6.4,2,1.1,0.7,9.28,6.88,12.86,3,Need Improvements
1926,33,Male,Walking,6,2,9.59,0,45.66,10467,873,5.5,2,1.2,2.4,15.34,7.24,20.85,6,Good
1065,34,Female,Bike,9,2,3.29,1,63.32,16856,1087,7.3,1,2,0.4,17.21,10.11,23.74,7,Excellent
1113,34,Female,Car,7,4,6.58,0,42.88,1916,225,7.6,2,2.6,2.7,18.62,7.92,23.74,7,Excellent
1227,34,Female,EV,5,1,8.87,0,54.51,18073,1221,8.1,0,0.6,2.2,11.81,11.11,17.63,5,Good
1246,34,Female,Car,0,0,6.83,0,49.77,13004,917,5.1,2,1.1,0.5,5.77,7.27,9.39,2,Need Improvements
1345,34,Male,EV,0,2,5.87,1,35.24,10781,802,9,3,5.6,1.8,14.2,10.8,19.77,6,Good
1374,34,Female,Public Transport,7,3,4.64,0,59.55,2160,258,10,3,4.8,2.3,20.46,10.36,26.32,8,Excellent
1415,34,Female,Car,9,3,8.37,1,93.84,9625,656,5.5,3,2.5,2.3,21.4,7.1,27.68,8,Excellent
1482,34,Female,Car,5,0,4.38,0,10.33,13834,1119,8.9,3,0.9,1.8,13.01,11.21,18.96,5,Good
1584,34,Male,Walking,1,0,6.78,0,65.94,15166,1056,7,0,3.2,2.8,9.53,9.53,14.42,4,Need Improvements
1629,34,Male,Bike,5,2,6.99,1,93.94,5761,454,5.4,1,1.8,1.1,11.86,6.36,15.82,4,Need Improvements
1679,34,Male,Walking,2,1,2.36,0,42.11,9907,786,4.9,1,4.1,2.2,11.95,6.55,16.53,4,Need Improvements
1701,34,Male,Public Transport,3,3,5.65,0,82.39,11979,1083,9,3,2.5,1.9,15.4,11,21.77,6,Good
1783,34,Male,Car,3,1,5.1,0,93.92,6938,754,5.5,3,5.1,0.3,13.56,6.66,18.46,5,Good
1829,34,Other,Walking,7,0,7.74,1,35.61,7255,693,9,0,4.8,2.7,15.71,10.21,21.36,6,Good
1841,34,Female,Bike,8,2,2.55,0,14.55,14311,848,6.1,2,0.1,0.5,14.99,8.49,20.44,6,Good
1870,34,Male,Public Transport,2,2,7.68,0,55.37,18629,1366,7.2,2,1.6,2.6,13.3,10.3,19.6,5,Good
1901,34,Male,Bike,6,4,4.23,1,13.54,3939,395,5.8,2,0.4,1.6,14.66,6.46,19.1,5,Good
1906,34,Male,Walking,7,4,4.23,0,57.89,8972,801,8,2,1.9,0.9,17.3,9.5,23.36,7,Excellent
1908,34,Male,Public Transport,0,3,9.99,0,73.26,15799,920,4.5,1,1.5,1.3,9.43,7.13,13.72,3,Need Improvements
1969,34,Male,Public Transport,5,1,7.19,0,71.87,15901,1284,5,1,4.5,0.1,14.25,7.65,20.29,6,Good
1048,35,Female,Car,1,1,3.08,0,34.12,6241,416,8.6,2,2.1,0.6,7.74,9.64,11.2,3,Need Improvements
1075,35,Female,Walking,2,0,4.09,0,64.34,16390,1265,5.6,2,0.7,0.8,8.23,8.33,13.11,3,Need Improvements
1092,35,Female,Bicycle,0,4,2.19,0,92.36,15908,963,8.7,2,4.2,2.3,15.15,11.35,21.2,6,Good
1277,35,Female,EV,5,4,4.75,0,70.93,12441,765,5,3,3.2,1.9,19.17,7.07,25.16,7,Excellent
1327,35,Male,Public Transport,1,1,2.28,1,61.32,6851,719,8.5,0,3.5,2,8.64,9.64,12.87,3,Need Improvements
1329,35,Male,EV,5,2,3.86,0,52.94,16326,1218,4.3,3,2.7,1.7,17.12,7.02,23.52,7,Excellent
1397,35,Male,Bike,4,0,2.11,1,11.15,16608,937,5.6,1,1.7,0.1,9.57,8.37,14.06,4,Need Improvements
1613,35,Female,EV,8,4,7.81,1,44.51,9655,845,5.7,0,5.2,2.4,21.21,7.31,27.85,8,Excellent
1673,35,Male,EV,1,4,6.61,1,37.89,19700,1170,5.5,2,5.1,1.7,17.08,8.78,23.53,7,Excellent
1750,35,Male,EV,1,3,9.88,0,14.68,17344,1138,9.5,3,3.6,1.3,14.79,12.39,21.21,6,Good
1795,35,Male,Public Transport,8,1,9.58,0,51.07,15679,908,5.2,1,0.8,1.7,15.11,7.81,20.6,6,Good
1808,35,Male,Car,9,3,4.84,0,37.2,5931,581,6.5,1,0.8,1.7,16.49,7.49,21.76,6,Good
1887,35,Male,Car,3,1,8.1,0,34.72,11208,762,7.5,0,2.3,2,10.17,9.37,14.66,4,Need Improvements
1943,35,Female,Bike,7,0,8.83,1,27.74,9930,927,7.7,0,4.1,2.9,15.66,9.36,21.6,6,Good
1999,35,Female,Car,9,3,2.39,0,53.67,2746,284,9.6,2,3,1.2,18.66,10.06,24.16,7,Excellent
1009,36,Male,Bike,4,3,4.52,0,49.25,10908,663,4.1,1,2.8,0.8,13.42,5.92,17.94,5,Good
1237,36,Female,Bike,2,0,5.8,0,38.86,2854,465,7.6,1,5.5,0.3,9.28,8.08,13.01,3,Need Improvements
1265,36,Male,Walking,0,4,4.16,0,68.99,18973,1259,5.6,3,2.8,1.3,14.26,8.76,20.33,6,Good
1268,36,Female,Public Transport,2,2,4.39,0,37.84,1694,501,8.6,2,2.9,1,10.18,8.88,14.3,4,Need Improvements
1305,36,Male,Public Transport,4,1,4.76,0,79.5,13714,966,5.4,2,3,3,15.29,7.69,20.95,6,Good
1370,36,Female,Walking,7,2,5.01,1,88.73,14746,896,8.9,1,0.2,2.6,15.26,11.36,21.21,6,Good
1481,36,Male,Bike,0,3,3.18,1,82.6,11315,795,9.3,2,5,0.9,12.79,11.19,18.1,5,Good
1483,36,Male,EV,5,3,2.72,1,38.81,3314,364,8,3,1.9,1.3,14.75,8.55,19.43,5,Good
1542,36,Male,Bike,7,1,7.08,0,70.96,4466,382,7.4,0,3.7,1.3,13.74,8.14,18.18,5,Good
1636,36,Female,Public Transport,1,2,8.44,1,57.45,2883,580,5.3,0,5,1.4,9.88,5.78,13.68,3,Need Improvements
1641,36,Male,Public Transport,3,0,5.5,0,82.24,14795,1107,6.4,0,4,1.8,11.27,8.87,16.53,4,Need Improvements
1649,36,Male,Public Transport,5,1,7.9,0,21.79,5765,409,9.6,1,3.9,2.3,14.16,10.56,19.01,5,Good
1694,36,Female,Walking,3,3,9.73,1,47.43,13563,821,5.1,1,0.3,0.8,10.36,7.36,14.71,4,Need Improvements
1709,36,Female,Car,0,3,9.3,1,46.9,19050,1358,9.8,1,3.6,1.1,11.88,12.98,18.19,5,Good
1715,36,Female,EV,4,3,6.47,0,35.44,14801,1234,6.5,1,3,0.9,14.37,8.97,20.52,6,Good
1748,36,Male,EV,7,4,5.75,0,72.94,6255,750,6.9,3,5.4,2.9,23.34,7.94,30.37,9,Excellent
1840,36,Female,EV,1,2,5.84,0,59.71,8876,838,8,1,3.9,0.1,9.48,9.48,14.05,4,Need Improvements
1940,36,Male,EV,9,0,5.25,1,78.44,1270,319,8.7,1,0.6,1.1,11.91,8.91,16.02,4,Need Improvements
1056,37,Male,Car,3,4,9.93,0,84.15,4218,424,5.2,1,4.7,1.2,14.6,5.9,19.02,5,Good
1187,37,Male,Car,9,2,9.27,0,42.94,1544,414,4.6,0,2.1,2.2,15.56,4.86,20.07,6,Good
1263,37,Male,Bicycle,0,2,7.43,1,59.98,3284,391,6.1,0,2.7,0.2,5.45,6.65,8.08,2,Need Improvements
1269,37,Male,Car,5,1,8.2,0,72.47,16588,1211,7.7,0,2.5,1.7,12.96,10.46,18.94,5,Good
1309,37,Male,EV,2,0,3.76,0,63.65,9606,888,7.8,3,5.3,2.5,14.4,9.4,20.03,6,Good
1320,37,Male,Car,1,3,2.95,0,60.68,5522,647,6.7,1,3.8,0.8,10.52,7.62,14.76,4,Need Improvements
1341,37,Female,Bicycle,5,2,2.08,0,85.32,19916,1421,6.7,3,0.8,1,15.12,10.02,21.82,6,Good
1433,37,Male,Walking,4,4,8.11,0,63.91,3328,647,7.5,3,4.7,1.8,18.05,8.05,23.9,7,Excellent
1556,37,Female,Walking,6,4,9.18,0,64.15,5925,641,8,2,2.8,1.7,17.49,8.99,23.27,7,Excellent
1631,37,Male,Public Transport,2,2,5.92,0,75.66,17375,1022,7.6,1,2,1.1,11,10.5,16.19,4,Need Improvements
1722,37,Male,Walking,2,0,2.64,1,66.36,7999,826,6.6,2,4.3,0.8,10.43,7.93,15,4,Need Improvements
1749,37,Female,Walking,3,2,3.18,0,74,10411,621,8.2,1,3,2.3,13.04,9.94,17.91,5,Good
1786,37,Female,Bike,3,1,9.86,0,22.2,18743,1297,4.7,3,0.2,0.5,10.82,7.82,16.17,4,Need Improvements
1909,37,Other,EV,4,4,2.44,0,16.12,16052,1050,5.8,3,1.5,1.7,16.88,8.48,23.08,7,Excellent
1007,38,Male,EV,9,0,6.79,1,15.24,15260,997,4.2,1,0.8,2.4,15.74,6.74,21.41,6,Good
1025,38,Male,Public Transport,6,1,8.99,0,34.2,7610,643,4.6,0,1.9,0.8,10.97,5.87,15.02,4,Need Improvements
1045,38,Female,Bicycle,3,0,5.22,1,33.87,10950,774,5.7,0,3.4,1.1,9.33,7.53,13.45,3,Need Improvements
1089,38,Female,Bike,9,0,5.97,0,17.63,11976,1056,7.7,0,5.4,1.8,18.2,9.7,24.91,7,Excellent
1339,38,Male,Bike,7,4,8.89,1,10.13,9864,764,4.8,0,4.4,2,19.04,6.44,24.98,7,Excellent
1362,38,Male,Car,7,2,4.46,0,50.81,9095,648,7.4,1,5.5,1,18.02,8.92,23.84,7,Excellent
1392,38,Female,EV,7,4,9.64,1,48.37,5979,459,4.1,0,3.3,2.5,17.8,5.1,22.79,7,Excellent
1528,38,Female,Car,6,4,4.91,1,14.23,1731,272,8,0,4,0.4,14.69,8.29,19.17,5,Good
1602,38,Male,EV,5,3,4.58,0,17.07,6261,784,4.2,1,5.3,2.8,18.14,5.24,23.87,7,Excellent
1657,38,Female,Bike,7,3,5.88,0,66.09,17122,1251,7.5,2,1.1,0.4,16.35,10.35,23.06,7,Excellent
1741,38,Male,Bike,3,2,3.47,1,56.65,2055,316,6.5,0,4.1,1.1,10.54,6.84,14.1,4,Need Improvements
1743,38,Male,Bicycle,2,2,5.79,0,38.3,4083,611,9.9,2,2.8,2,11.48,10.58,16.24,4,Need Improvements
1813,38,Female,Bike,5,1,3.21,1,95.27,3881,651,4.4,0,3.5,1.6,11.75,5.05,15.95,4,Need Improvements
1825,38,Male,EV,2,1,9.83,1,83.75,16355,974,6.7,0,3.3,0.4,9.43,9.43,14.1,4,Need Improvements
1842,38,Female,Bicycle,8,1,6.4,0,13.95,15588,1258,8,2,5,2.7,21.3,10.6,29.07,9,Excellent
1876,38,Female,Bike,2,1,3.47,0,17.02,7976,713,9.4,2,1.9,0.9,9.13,10.73,13.56,3,Need Improvements
1941,38,Male,Car,8,2,3.35,0,98.64,17320,1308,8.9,0,0.8,1.9,15.59,11.79,22.43,6,Good
1947,38,Female,Bicycle,1,1,6.35,0,58.65,6370,748,7.2,1,5.1,1.6,10.76,8.26,15.31,4,Need Improvements
1018,39,Female,Bike,0,0,9.38,0,56.37,19722,1383,7.9,1,3.1,0,7.39,11.19,12.62,3,Need Improvements
1028,39,Male,EV,2,1,5.19,1,12.92,14411,888,4.6,2,5.4,1.8,14.6,7,19.87,6,Good
1136,39,Female,Bicycle,0,4,2.16,0,56.96,1897,350,4.8,3,6,2.7,16.02,5.12,20.52,6,Good
1177,39,Male,Car,4,0,6.04,0,44.56,14579,1049,8.8,3,2.1,1.3,12.83,11.23,18.59,5,Good
1253,39,Male,Bicycle,2,2,7.37,0,23.68,6041,658,5.9,0,2.6,0.1,7.71,6.91,11.3,3,Need Improvements
1350,39,Female,Public Transport,2,2,9.94,1,91.52,10268,767,8.8,3,4,2.7,15.41,10.51,21.13,6,Good
1351,39,Female,Public Transport,4,0,8.86,0,97.76,1502,431,8.5,1,1.4,1.7,8.35,8.75,11.94,3,Need Improvements
1408,39,Female,Car,2,4,5.15,1,96.92,1591,270,7.3,0,1.2,0.2,7.67,7.57,10.65,2,Need Improvements
1448,39,Female,Public Transport,6,2,4.68,0,16.99,14765,1156,8.9,0,4.6,1.2,16.26,11.36,22.94,7,Excellent
1451,39,Female,Bicycle,4,3,4.85,1,45.36,17864,1112,7.1,3,3.7,0.4,17.08,10.08,23.6,7,Excellent
1452,39,Male,Walking,3,4,3.19,0,26.17,6263,720,7.5,2,3.9,2.3,16.24,8.54,21.87,6,Good
1504,39,Female,EV,8,3,4.71,0,47.08,18100,1335,7.6,0,1.1,2.5,17.62,10.62,24.76,7,Excellent
1512,39,Female,Car,0,0,3.82,0,68.42,8634,711,8.6,1,2.3,1.7,6.44,10.04,10.22,2,Need Improvements
1634,39,Male,Car,4,4,6.15,1,53.84,1207,178,4.4,2,3.6,2.2,16,4.6,20.11,6,Good
1699,39,Other,EV,9,0,4.28,0,56.54,15925,1232,6.9,3,2,2.1,18.75,9.55,25.83,8,Excellent
1816,39,Female,Walking,3,3,5.35,1,49.82,3575,533,4.8,1,2,2.3,11.9,5.4,15.94,4,Need Improvements
1946,39,Male,EV,0,4,3.82,0,50.85,9250,950,9.4,2,3,1.1,11.64,10.94,17.05,5,Good
