Citizen_ID,Age,Gender,Modeof_Transport,WorkHours,Shopping_Hours,Energy_kWh,Charging_Station_Usage,CO2_kg,Daily_Steps,Calories_Burned,Sleep_Hours,Entertainment_Hours,SocialMedia_Hours, PublicEvents_Hours ,Total_Activity_Hours,Total_Health_Hours,Fitness_Index,Fiteness_Index1_Scale,Age_Based_Fitness
1964,39,Female,Walking,2,2,3.91,1,18.03,18493,1358,5.7,1,5.1,2.1,15.28,8.78,21.77,6,Good
1979,39,Male,EV,3,4,7.74,1,35.04,17295,995,5.3,2,1.3,0.4,13.58,8.18,18.95,5,Good
1010,40,Female,Car,4,0,5.15,0,24.12,10475,853,9,0,0.9,1.9,8.55,10.75,13.09,3,Need Improvements
1087,40,Male,Bike,0,0,4.31,0,52.7,5001,705,8.1,2,5.7,2.1,10.63,8.93,15.18,4,Need Improvements
1130,40,Female,Bicycle,3,2,8.49,0,17.75,18276,1280,7.1,2,5.8,0.3,16.15,10.15,22.82,7,Excellent
1166,40,Male,Car,2,1,4.43,0,94.77,1632,463,5.6,3,5.9,1.1,13.27,5.87,17.55,5,Good
1232,40,Male,Car,3,4,4.02,1,90.66,8205,517,6.9,3,5,0.8,17.17,8.27,22.5,6,Good
1284,40,Male,Bike,2,2,9.86,0,36.52,7403,551,9.9,0,2.5,2.1,9.83,11.13,14.14,4,Need Improvements
1394,40,Female,EV,7,1,8.88,0,38.48,10001,636,4.5,1,1.5,1.2,13.37,6.17,17.87,5,Good
1409,40,Female,EV,0,2,6.36,0,29.37,1526,492,9.4,3,2.3,0.4,7.95,9.65,11.7,3,Need Improvements
1441,40,Male,Bike,5,2,3.17,0,66.52,2420,283,7.6,1,5.2,0.3,13.9,8,18.2,5,Good
1447,40,Male,Bike,8,3,2.55,0,96.2,9261,614,5.4,1,1.7,2.9,18.14,6.94,23.68,7,Excellent
1488,40,Female,Bicycle,4,3,4.46,0,67.9,9216,849,4.6,0,2.8,3,14.34,6.14,19.48,5,Good
1534,40,Male,Public Transport,3,0,8.76,1,11.81,19922,1167,4.9,3,0.9,2.7,12.92,8.22,18.45,5,Good
1583,40,Female,Bicycle,8,1,8.53,0,41.11,1537,479,6.6,3,4.9,1.7,18.86,6.86,24.41,7,Excellent
1618,40,Male,Car,8,4,6.8,0,62.81,12696,820,9,3,0.5,2.4,20.02,11.12,26.78,8,Excellent
1624,40,Female,Bike,6,0,9.38,1,69.73,18810,1305,6.1,2,5.2,2.9,19.24,9.24,26.45,8,Excellent
1659,40,Female,Bike,7,4,9.78,0,55.33,8942,942,8,1,3.1,0.1,16.69,9.49,22.91,7,Excellent
1669,40,Female,Walking,8,4,3.56,0,68.33,7554,703,8.1,1,1.3,0.1,15.66,9.36,21.21,6,Good
1760,40,Female,Car,4,0,8.53,0,52.85,11767,909,4.7,0,2.5,0.1,8.56,6.66,12.68,3,Need Improvements
1835,40,Female,Bicycle,6,3,5.09,0,86.81,18821,1150,8.6,3,2.4,1.4,18.94,11.74,26.1,8,Excellent
1873,40,Female,Walking,0,3,2.77,1,95.36,17226,1005,4.2,2,1,0.5,9.37,7.07,13.78,4,Need Improvements
1922,40,Male,Public Transport,2,0,6.57,0,34.17,6153,425,7.4,3,2.1,0.7,8.83,8.43,12.37,3,Need Improvements
1983,40,Female,Public Transport,1,3,5.16,0,71.74,7302,655,5.1,1,1.4,1.3,8.92,6.32,12.65,3,Need Improvements
1994,40,Male,Bike,3,1,6.21,1,63.74,15026,976,9.2,3,5.7,2.5,17.7,11.7,24.35,7,Excellent
1013,41,Female,Bike,5,3,3.43,0,34.15,2986,387,7.6,3,2.2,0.2,13.9,8.1,18.4,5,Good
1016,41,Female,Car,7,3,6.38,0,94.72,18430,1081,9.2,0,3.3,2.9,19.27,12.27,26.44,8,Excellent
1020,41,Male,Public Transport,0,3,4.24,1,60.59,17884,1389,8.3,0,1.4,1.2,8.58,11.28,14.11,4,Need Improvements
1094,41,Male,EV,6,4,9.53,0,71.49,17279,1207,7.4,2,1.5,2.7,19.08,10.28,26.23,8,Excellent
1106,41,Male,Walking,5,1,6.62,0,29.06,1929,302,9.6,3,4.2,0.7,14.22,9.92,18.87,5,Good
1110,41,Female,Bike,2,0,5.44,0,99.87,12136,952,4.5,1,3.7,2.6,11.32,6.52,16.05,4,Need Improvements
1131,41,Female,Public Transport,2,4,2.11,0,60.32,11720,813,6.4,0,1.2,0.8,9.95,8.35,14.37,4,Need Improvements
1210,41,Male,Car,9,4,7.46,1,25.45,5299,377,7.7,1,1.5,0.5,16.88,8.58,21.98,6,Good
1214,41,Female,Public Transport,4,4,6.08,0,72.96,8953,937,7.3,2,5.7,2.8,19.99,8.79,26.78,8,Excellent
1248,41,Male,EV,6,0,8.63,0,77.18,7312,843,8.9,0,3,1.3,11.52,10.12,16.62,4,Need Improvements
1310,41,Male,Bicycle,1,1,2,0,18.07,12616,960,7.6,2,5.9,0.9,12.9,9.7,18.35,5,Good
1312,41,Female,Walking,6,4,8.75,0,18.07,4148,461,6.7,2,3,0.2,15.89,7.39,20.83,6,Good
1384,41,Male,Bicycle,0,4,7.08,0,57.41,9215,616,7.8,2,4,1.8,13.34,9.34,18.21,5,Good
1404,41,Male,Bike,3,2,3.59,0,73.88,11584,721,6.4,1,3.9,1.4,13.23,8.33,18.12,5,Good
1428,41,Male,Bike,7,1,2.34,0,17.69,5233,581,7.2,0,2,2.8,13.67,8.07,18.47,5,Good
1549,41,Male,Walking,1,4,5.86,0,36.83,8372,577,6.1,0,2,1.3,9.7,7.5,13.55,3,Need Improvements
1557,41,Male,Bicycle,4,3,6.2,1,15.46,11786,799,6.7,0,0.1,1,10.06,8.66,14.51,4,Need Improvements
1607,41,Female,EV,5,2,9.62,1,96.36,1672,376,4.9,1,1,2.8,12.08,5.18,15.86,4,Need Improvements
1617,41,Male,Car,9,2,6.52,1,62.72,5008,620,9.8,2,6,1.5,21.33,10.63,28.07,8,Excellent
1769,41,Female,EV,5,3,8.01,0,30.53,5414,626,6.5,0,1.3,1.2,11.4,7.4,15.75,4,Need Improvements
1896,41,Female,Bicycle,6,4,6.92,0,57.39,10609,985,8.7,2,2.5,0.9,17.17,10.47,23.66,7,Excellent
1910,41,Female,Car,4,1,6.63,0,27.44,7044,717,9.3,0,5.7,2.4,14.27,10.47,19.73,6,Good
1985,41,Male,Bicycle,2,1,3.95,0,15.9,5747,586,5.3,0,1.5,1.8,7.26,6.26,10.54,2,Need Improvements
1030,42,Male,Public Transport,7,3,9.83,0,58.53,16225,1163,4.9,0,2.3,2.9,17.9,7.6,24.42,7,Excellent
1050,42,Female,Public Transport,0,4,5.17,0,14.98,12530,1025,9.3,1,2.7,2.8,12.59,11.39,18.32,5,Good
1096,42,Female,EV,8,2,5.77,1,80.46,10916,814,4.2,3,4.5,2.8,22.12,6.02,28.7,9,Excellent
1103,42,Male,EV,6,2,3.57,0,98.27,16456,1262,5,3,2.2,2,17.94,7.74,24.68,7,Excellent
1191,42,Male,Car,0,2,8.77,1,21.62,7618,759,6.7,0,2.5,2.9,8.67,7.97,12.76,3,Need Improvements
1282,42,Female,EV,8,3,6.06,0,42,8632,672,5.4,3,0.6,1.6,17.64,6.84,23.19,7,Excellent
1323,42,Male,Bike,1,3,5,0,31.43,19215,1251,6.7,1,3.6,0,11.8,9.9,17.5,5,Good
1325,42,Male,Car,0,3,7.75,1,25.4,10628,723,4.7,0,2.3,1.2,8.27,6.47,11.96,3,Need Improvements
1398,42,Male,Public Transport,8,4,6.09,0,81.6,4659,335,6,3,2.2,2.2,20.18,6.78,25.63,8,Excellent
1427,42,Female,Car,0,2,4.82,0,20.9,1684,579,9.4,3,2.1,2.1,9.48,9.68,13.71,3,Need Improvements
1450,42,Male,Public Transport,1,1,7.09,0,37.3,8126,562,8.2,1,1.9,0.1,6.35,9.55,9.77,2,Need Improvements
1497,42,Male,Walking,8,1,6.28,1,28.05,19125,1157,9,0,3.7,1.3,17.19,12.19,24.06,7,Excellent
1601,42,Female,Bicycle,5,0,2.33,0,31.72,12744,868,5.1,1,4.3,0.3,12.72,7.22,17.64,5,Good
1625,42,Male,EV,5,4,8.1,0,80.56,10884,818,8.4,0,0.3,0.6,11.71,10.21,16.74,5,Good
1633,42,Female,Public Transport,0,1,4.68,1,28.47,5350,440,7.6,2,5.8,1.6,11.29,8.49,15.38,4,Need Improvements
1655,42,Male,Public Transport,9,1,6.42,1,42.85,4186,608,9.3,1,2,1,14.7,10,20.02,6,Good
1703,42,Male,Walking,9,0,8.06,0,72.33,6355,780,5.5,1,0.1,0.4,11.56,6.56,16.12,4,Need Improvements
1732,42,Female,EV,9,0,9.19,0,29.72,15126,1068,9.5,3,5.6,2.1,22.22,12.02,29.99,9,Excellent
1799,42,Male,EV,7,3,5.15,1,23.27,1073,171,9.5,0,0.4,2,12.58,9.68,16.62,4,Need Improvements
1815,42,Female,Walking,0,0,7.32,0,10.84,14556,1050,8.8,0,5.7,0.5,8.63,11.23,13.55,3,Need Improvements
1931,42,Female,Car,6,2,2.11,0,50.95,3770,661,4.9,0,0.3,2.6,11.53,5.53,15.77,4,Need Improvements
1054,43,Male,Bike,2,0,9.04,0,78.97,19166,1332,6,1,4.8,2.5,13.49,9.19,19.61,5,Good
1076,43,Female,Public Transport,3,2,7.56,1,36.9,6080,711,8.6,0,3.5,2.3,11.81,9.61,16.67,4,Need Improvements
1095,43,Male,Bike,7,1,3.4,0,14.71,3750,651,4.3,1,4.1,1.8,15.53,4.93,20.47,6,Good
1147,43,Male,EV,1,3,9.04,0,26.54,12236,1058,4.7,3,4.2,1.6,14.84,6.74,20.51,6,Good
1154,43,Female,Walking,5,1,8.87,1,47.82,2756,301,5.8,2,5.5,1.1,15.06,6.26,19.4,5,Good
1240,43,Male,Walking,3,2,3.35,0,47.62,8829,792,7.8,3,0.4,1.9,11.77,9.27,16.68,4,Need Improvements
1266,43,Male,Bicycle,0,0,3.99,0,30.99,19904,1333,6.6,3,0.1,1.9,8.32,9.92,13.47,3,Need Improvements
1291,43,Male,Bike,9,3,8.28,1,93.69,4542,381,9,3,4.5,1.7,21.96,9.76,28.24,8,Excellent
1414,43,Male,Bicycle,0,2,6.03,0,46.45,17571,1011,6.1,0,4.7,1.9,11.53,9.03,16.62,4,Need Improvements
1424,43,Female,Public Transport,4,1,4.19,0,97.12,6794,476,9.4,1,3.3,0.2,10.63,10.53,14.89,4,Need Improvements
1485,43,Female,Bike,4,0,2.05,0,30.67,4883,392,4.4,2,1.5,1.1,9.41,5.21,12.63,3,Need Improvements
1487,43,Female,Walking,9,1,2.99,0,13.4,11051,962,8.3,2,4.9,0.9,19.64,10.14,26.53,8,Excellent
1508,43,Female,Car,5,2,9.05,0,60.93,13213,1133,4.4,3,0.4,2.5,15.1,6.6,20.94,6,Good
1525,43,Female,EV,0,1,4.73,0,83.08,18129,1153,5.6,1,1.8,1.3,8.12,8.62,12.75,3,Need Improvements
1526,43,Male,Car,6,0,5.47,0,88.04,10911,749,9.5,0,5.3,1,14.12,11.32,19.63,5,Good
1585,43,Female,Car,9,4,5.15,0,13.49,7572,478,7.8,3,0.8,2.2,20.26,9.06,26.25,8,Excellent
1588,43,Female,Walking,4,2,4.72,0,79.01,10696,773,5,3,3.6,2.4,16.78,6.78,22.31,6,Good
1590,43,Female,EV,3,0,2.71,1,43.91,18758,1431,7.4,2,1.8,1,10.93,10.53,16.9,5,Good
1714,43,Male,Bike,3,2,8.82,0,95.06,11482,861,9.5,1,5.6,2.1,15.61,11.41,21.65,6,Good
1774,43,Female,EV,7,3,4.2,0,64.46,9974,990,6.9,3,5.7,1.1,21.46,8.56,28.6,9,Excellent
1814,43,Female,EV,8,4,6.78,0,48.1,14145,1056,7.8,1,2.2,2.3,19.86,10.16,26.92,8,Excellent
1860,43,Female,EV,2,1,3.82,0,88.75,11057,675,6.1,1,1.6,1.3,8.74,7.94,12.6,3,Need Improvements
1953,43,Male,Bicycle,1,4,8.18,0,27.02,17504,1208,6,0,3.1,2.4,13.42,8.92,19.27,5,Good
1958,43,Male,Bicycle,0,2,8.25,1,64.38,3911,407,8,3,4,1.4,11.05,8.65,15.08,4,Need Improvements
1962,43,Male,Walking,1,1,4.74,1,46.25,8236,799,6,0,1.2,2.4,6.97,7.37,10.72,2,Need Improvements
1970,43,Female,Public Transport,9,1,6.09,0,39.29,11638,788,5.6,1,4.4,0.7,18.04,7.54,23.92,7,Excellent
1981,43,Other,Walking,1,4,2.74,0,24.62,18535,1397,6.2,2,4.5,2.9,17.49,9.29,24.56,7,Excellent
1988,43,Female,EV,8,0,3.98,1,46.41,11686,770,8.8,3,5.1,0.2,18.25,10.75,24.54,7,Excellent
1032,44,Male,EV,7,4,8.39,0,53.58,5483,513,4.4,1,3.7,1.8,18.41,5.31,23.67,7,Excellent
1137,44,Male,Car,5,0,3.23,1,62.71,18094,1062,6.6,0,0.1,0.8,8.92,9.62,13.65,3,Need Improvements
1150,44,Female,Walking,7,4,9.18,0,42.06,18376,1354,5.8,2,0.8,1.8,18.66,8.86,25.83,8,Excellent
1195,44,Male,EV,3,1,4.71,0,88.26,4130,676,8.6,0,3.2,3,10.89,9.29,15.49,4,Need Improvements
1203,44,Female,Walking,0,0,4.42,0,55.15,5368,671,6.6,3,4.1,0.1,8.09,7.49,11.88,3,Need Improvements
1359,44,Male,Car,9,0,4.7,0,48.68,5114,613,5.1,3,5.6,0.8,19.25,5.95,24.97,7,Excellent
1360,44,Male,Bike,9,0,8.62,0,35.85,14568,1134,8.6,1,0.5,1.8,14.73,11.03,21.02,6,Good
1411,44,Male,Bicycle,7,4,7.53,0,27.75,11695,1007,7,1,2.6,2.2,18.75,8.95,25.39,7,Excellent
1555,44,Male,Bike,8,2,5.8,1,27.9,5975,672,4.5,1,2.5,0.4,14.9,5.5,19.78,6,Good
1688,44,Male,Car,0,4,4.66,1,65.21,19281,1313,8.4,0,3.8,1.4,12.41,11.61,18.57,5,Good
1712,44,Male,Public Transport,7,0,4,0,35.03,8238,662,5.7,0,1.3,0.9,10.57,7.07,14.72,4,Need Improvements
1782,44,Male,Public Transport,5,0,2.51,1,78.95,10679,638,6.5,1,1.4,2.3,11.48,8.28,15.86,4,Need Improvements
1817,44,Female,EV,3,0,7.61,0,14.15,13714,964,7.1,0,0.6,2.3,8.19,9.39,12.64,3,Need Improvements
1890,44,Male,Bike,7,0,6.28,0,92.24,17724,1089,8.3,0,1.2,1.3,12.45,11.25,18.16,5,Good
1935,44,Female,EV,5,2,7.87,0,39.64,15633,1199,10,0,0.2,0.3,10.11,12.61,15.77,4,Need Improvements
1960,44,Female,Walking,2,0,8.35,0,17.08,12572,1089,8.4,3,4.9,3,15,10.5,21.22,6,Good
1034,45,Male,EV,4,3,7.85,0,59.65,7129,836,6.2,0,4.9,1.4,14.49,7.39,19.83,6,Excellent
1057,45,Female,Bicycle,0,2,3.67,0,68.28,5016,544,7.8,2,4.6,2.2,11.64,8.64,16.03,4,Good
1122,45,Female,Bicycle,7,4,6.92,1,89.94,17105,1352,8.8,2,1.7,1.4,18.95,11.65,26.55,8,Excellent
1178,45,Female,Public Transport,4,4,4.5,1,86.9,11583,770,8.5,0,4.3,1.5,15.73,10.43,21.48,6,Excellent
1183,45,Male,Car,4,0,5.24,0,92.87,3389,345,8.8,1,0.4,0.3,6.26,9.36,9.31,2,Need Improvements
1184,45,Male,Public Transport,6,0,4.15,1,62.34,14939,1126,4.2,3,0.6,2.3,14.39,6.69,20.04,6,Excellent
1190,45,Female,Car,9,3,9.18,0,20.51,3627,670,4.7,1,5.8,1.6,21,5.3,27.13,8,Excellent
1231,45,Male,Walking,7,0,7.42,0,90.87,6967,699,8.8,0,3.8,1.3,13.26,9.96,18.41,5,Good
1281,45,Male,Bicycle,1,4,6.04,0,69.57,2728,411,10,1,0.9,0.7,8.05,10.45,11.74,3,Need Improvements
1365,45,Male,Bicycle,3,4,2.55,0,41.95,15887,1016,5.3,1,4.9,1.6,17.15,7.95,23.27,7,Excellent
1376,45,Other,Walking,6,1,9.63,0,37.32,19767,1226,7.1,1,6,0.4,17.69,10.39,24.57,7,Excellent
1443,45,Male,Car,8,1,9.34,0,91.86,10596,655,5.9,3,0,2.5,16.27,7.67,21.57,6,Excellent
1484,45,Male,EV,9,1,9.29,0,47.96,5412,625,6,0,3.4,2.9,17.2,6.9,22.64,7,Excellent
1515,45,Female,Bicycle,5,2,5.39,0,38.85,1233,190,4,0,3.2,0.8,11.21,4.21,14.33,4,Good
1553,45,Male,Public Transport,9,0,9.66,1,69.44,10422,936,5.8,1,3.5,1.4,16.64,7.54,22.56,6,Excellent
1645,45,Female,Walking,3,3,9.46,0,94.9,10855,1040,4.6,1,2.3,1.7,12.81,6.41,18.03,5,Good
1721,45,Female,Car,2,2,6.83,0,88.02,17465,1248,8.8,1,1.8,1.4,11.11,11.71,16.93,5,Good
1723,45,Male,Bike,6,0,7.46,0,70.21,14833,1169,5.4,3,0.3,1.4,13.17,7.87,18.82,5,Good
1730,45,Male,Bicycle,3,4,9.04,0,74.8,2806,247,5.7,3,5.1,0.1,15.67,6.17,20.01,6,Excellent
1770,45,Male,Bicycle,5,0,9.53,1,93,18494,1188,6.5,2,4.5,1.2,15.78,9.58,22.13,6,Excellent
1772,45,Female,Walking,8,1,4.91,0,44.19,4963,432,7.1,1,4.2,0.3,15.33,7.93,20.14,6,Excellent
1777,45,Male,Bike,5,3,8.12,1,55.44,17056,1010,4.4,3,2.1,0.6,16.54,7.24,22.42,6,Excellent
1778,45,Male,Bicycle,4,2,9.44,1,25.88,2750,290,9.5,1,0.9,2.2,10.56,9.96,14.44,4,Good
1788,45,Male,Car,4,1,7.74,0,20.13,19325,1239,5.9,1,1.3,2.6,13.12,9.12,18.96,5,Good
1828,45,Female,Bike,8,4,9.28,1,57.87,13696,994,5.9,0,0.9,2.1,17.28,8.18,23.46,7,Excellent
1856,45,Male,Bike,3,4,3.03,1,96.75,12058,1068,4,2,5.6,0.2,16.81,6.01,22.81,7,Excellent
1944,45,Female,Walking,9,2,5.99,0,88.78,7680,658,4,2,5.9,2.8,22.98,5.28,29.39,9,Excellent
1982,45,Female,Bike,4,3,5.66,0,90.55,6492,432,5.7,0,3.9,2.9,14.88,6.78,19.43,5,Good
1003,46,Male,Bike,0,4,4.68,0,78.57,1777,324,4.7,0,3.8,2.8,10.9,5,14.31,4,Good
1074,46,Female,Bike,6,1,6.51,1,74.32,5175,420,6.2,2,3.7,2.1,15.66,7.06,20.41,6,Excellent
1099,46,Male,Public Transport,5,1,6.4,0,55.76,9123,815,9.1,3,4.5,0.7,15.72,10.62,21.63,6,Excellent
1171,46,Female,Public Transport,8,0,5.15,0,52.36,16321,992,8.3,3,3.1,0,16.82,11.02,23.21,7,Excellent
1261,46,Male,Bicycle,7,0,2.38,0,67.04,2677,619,5.7,3,4,1.7,16.15,6.15,21.33,6,Excellent
1326,46,Female,Bicycle,6,4,2.88,0,20.19,1329,383,4.6,3,2.3,0.9,16.42,4.82,21.05,6,Excellent
1378,46,Male,Bicycle,1,3,4.38,1,38.52,6876,612,8.9,1,4.5,2.7,13.35,10.05,18.35,5,Good
1385,46,Female,EV,9,4,2.99,0,15.14,13911,1071,8.8,3,0.4,0.7,19.42,11.12,26.54,8,Excellent
1422,46,Male,Bike,9,4,5.31,0,65.72,9988,605,9.1,3,4.9,0.4,22.96,10.76,29.91,9,Excellent
1505,46,Female,Bike,3,1,9.62,0,94.1,4967,512,4.5,3,5.2,0.9,13.93,5.33,18.3,5,Good
1513,46,Female,Bicycle,7,3,7.95,0,72.83,12498,1005,4.8,3,0.9,1.8,17.78,6.88,23.95,7,Excellent
1574,46,Other,Bicycle,7,2,8.16,1,12.8,16823,1220,6.2,3,5.8,1.7,22.3,9,29.98,9,Excellent
1587,46,Male,Public Transport,1,1,8.84,1,84.81,15067,1102,8.3,2,4.8,2.9,14.21,10.81,20.29,6,Excellent
1599,46,Female,EV,4,1,3.57,0,55.38,3670,563,7.3,2,0.4,2.6,10.61,7.91,14.77,4,Good
1670,46,Female,Public Transport,5,2,6.04,0,11.65,17391,1316,6.1,0,1.6,2.7,14.2,9,20.43,6,Excellent
1691,46,Male,Walking,3,2,4.93,0,12.54,8607,756,9.5,3,2,0.8,12.23,10.93,17.38,5,Good
1790,46,Other,Walking,9,1,5.02,1,26.52,17243,1231,5.2,2,5.3,0.1,20.27,8.07,27.44,8,Excellent
1903,46,Male,EV,2,2,3.14,0,49.85,17158,975,7.6,0,1.8,2.1,10.76,10.46,15.81,4,Good
1936,46,Male,Walking,7,1,9.96,0,13.8,14628,1158,8.7,2,2.4,1.8,16.64,11.14,23.37,7,Excellent
1022,47,Male,Bike,4,4,8.26,1,20.33,5608,464,7.6,3,3.9,2.8,18.63,8.53,24.24,7,Excellent
1164,47,Female,Bike,9,0,7.16,0,61.2,10168,649,6.2,2,5.4,0.7,18.79,7.89,24.63,7,Excellent
1188,47,Male,Car,1,1,4.96,0,82.64,3239,395,7.6,1,2.9,1.4,7.84,8.14,11.15,3,Need Improvements
1286,47,Female,Bike,8,4,2.59,0,77.09,19526,1282,6.8,2,0.1,2.5,19.85,10.05,27.24,8,Excellent
1353,47,Male,Car,8,1,7.65,0,89.32,9009,711,9.9,1,1.1,2.5,15.1,11.4,20.78,6,Excellent
1363,47,Female,Car,5,4,3.93,1,99.04,6141,652,9.7,3,0.3,1.9,15.22,10.72,20.78,6,Excellent
1377,47,Female,Car,1,4,2.48,1,45.86,11846,1018,9,2,2.7,2.1,13.77,10.97,19.69,6,Excellent
1471,47,Male,EV,5,4,4.74,0,28.62,14418,1118,7.4,0,3.8,0.6,15.8,9.8,22.12,6,Excellent
1480,47,Female,Walking,8,0,2.64,0,90.66,11077,735,4.3,1,0.1,1,11.95,6.15,16.34,4,Good
1519,47,Female,Public Transport,1,4,5.91,0,95.29,15184,1178,9.9,2,1.2,2.1,12.83,12.43,18.99,5,Good
1532,47,Female,Walking,3,3,7.93,0,30.58,8624,844,8.2,3,2.3,1.3,14.04,9.64,19.56,5,Good
1628,47,Male,Bike,9,4,7.33,0,23.55,18042,1323,5.4,3,2.4,2.3,23.71,8.41,31.77,10,Excellent
1802,47,Female,Bicycle,5,3,7.94,0,74.32,9000,828,9.6,3,2,1.8,16.3,11.1,22.42,6,Excellent
1868,47,Male,Bicycle,3,1,9.13,1,66.03,13306,1058,5.1,1,0,0.5,7.72,7.32,12.01,3,Need Improvements
1869,47,Male,Bicycle,7,4,5.68,0,28.7,2249,541,8.1,0,5.3,0.1,16.77,8.47,22.22,6,Excellent
1888,47,Male,Walking,6,1,9.15,1,89.9,1562,510,4.2,1,4.2,2.2,14.66,4.46,19.14,5,Good
1898,47,Male,Bicycle,6,0,9.7,0,42.63,9720,610,6.8,2,5.7,2,17.32,8.42,22.85,7,Excellent
1966,47,Male,Bicycle,7,4,6.04,0,25.73,18634,1074,5.2,0,4.4,1.4,19.91,8.31,26.68,8,Excellent
1082,48,Other,Bike,7,2,3.07,1,12.33,6672,526,9,0,2.9,0.4,13.41,10.11,18.27,5,Good
1285,48,Female,Walking,7,1,4,0,61.41,16732,1070,9,0,1.1,2.2,14.09,11.79,20.17,6,Excellent
1388,48,Other,Bike,5,3,3.52,1,51.79,13510,789,7.4,3,3.5,0.7,17.45,9.65,23.45,7,Excellent
1400,48,Female,Public Transport,0,3,9.48,0,21.78,11715,833,5.1,1,4.3,0.8,11.05,7.05,15.57,4,Good
1540,48,Female,EV,8,1,7.99,0,42.38,14747,1089,4.1,3,1.6,1.7,17.76,6.56,24,7,Excellent
1577,48,Male,Walking,0,0,4.73,0,31.6,19570,1178,5,3,1.5,0.8,8.56,8.26,13.26,3,Need Improvements
1647,48,Female,Walking,1,0,6.02,0,70.94,13420,798,6,0,2.8,2.5,8.54,8.24,12.59,3,Need Improvements
1666,48,Female,Car,2,1,2.85,1,78.86,2461,458,9.2,2,2.1,1.6,9.11,9.61,13,3,Need Improvements
1708,48,Female,Bicycle,0,0,5.89,1,89.15,12284,725,6.7,2,5.6,2.4,12.05,8.75,16.74,5,Good
1756,48,Male,Car,1,1,6.52,0,89.81,8272,632,6.4,0,4.3,1.6,9.28,7.78,13.2,3,Need Improvements
1831,48,Other,Walking,7,4,8.38,0,70.17,15986,1262,8.4,1,2.9,0.8,18.36,11.06,25.61,8,Excellent
1857,48,Male,Bicycle,3,4,4.38,0,67.74,12260,719,8.4,1,5.9,2.4,18.34,10.44,24.5,7,Excellent
1924,48,Female,Car,4,4,2.05,0,58.03,8991,781,6.2,1,0.6,2.6,13.7,7.7,18.78,5,Good
1158,49,Female,Walking,5,4,8.06,0,89.31,3397,453,8.5,0,3.7,2.2,15.47,9.07,20.53,6,Excellent
1162,49,Female,Bicycle,9,4,3.68,1,34.36,5535,533,5.7,2,5.3,0.2,21.42,6.62,27.49,8,Excellent
1174,49,Male,Car,0,4,7.83,0,81.15,17226,1303,9.6,2,1.6,0.7,11.17,12.47,17.21,5,Good
1212,49,Other,Car,4,1,6,0,72.36,9118,711,6.4,3,4.5,1.2,15.22,7.92,20.49,6,Excellent
1213,49,Female,Bike,6,2,7.17,0,60.03,11756,820,7.9,2,5.5,2.8,20.26,9.86,26.94,8,Excellent
1234,49,Female,Bicycle,9,0,3.35,0,87.31,13109,1117,6.2,0,0.4,1.1,12.68,8.38,18.23,5,Good
1241,49,Female,Car,5,4,8.69,0,32.61,9186,654,6.5,2,5.4,0.4,18.33,8.03,24.12,7,Excellent
1243,49,Male,Car,9,2,3.51,1,22.15,7684,594,4.4,1,5.1,0,18.38,5.68,23.79,7,Excellent
1270,49,Female,Car,2,3,5.14,1,11.45,14055,1046,7.6,2,5.2,1.8,16.34,9.94,22.65,7,Excellent
