Citizen_ID,Age,Gender,Modeof_Transport,WorkHours,Shopping_Hours,Energy_kWh,Charging_Station_Usage,CO2_kg,Daily_Steps,Calories_Burned,Sleep_Hours,Entertainment_Hours,SocialMedia_Hours, PublicEvents_Hours ,Total_Activity_Hours,Total_Health_Hours,Fitness_Index,Fiteness_Index1_Scale,Age_Based_Fitness
1301,49,Male,Car,0,0,6.77,0,18.04,2004,414,5,1,4.3,1.3,6.93,5.33,9.77,2,Need Improvements
1393,49,Male,Car,1,4,3.98,0,40.03,2212,328,7.2,1,0.9,0.9,8.17,7.57,11.36,3,Need Improvements
1406,49,Female,EV,1,1,4.31,0,56.83,6137,590,6.1,1,1.8,2.2,8.02,7.12,11.57,3,Need Improvements
1446,49,Male,Walking,2,0,8.47,0,91.81,18715,1343,7.4,2,1.2,0.6,8.92,10.52,14.31,4,Good
1469,49,Other,Bike,1,1,2.88,0,94.89,4424,469,8.7,2,0.8,0.4,5.94,9.44,9.15,2,Need Improvements
1495,49,Female,Car,9,2,9.08,0,47.45,7884,704,6.4,1,1.7,2.6,17.61,7.71,23.34,7,Excellent
1543,49,Female,Walking,5,1,3.49,1,73.24,14785,945,4.8,2,5.7,2.3,18.46,7.26,24.65,7,Excellent
1554,49,Female,Bike,7,3,5.42,1,52.37,11858,922,9.9,2,1,1.7,16.68,11.88,23.09,7,Excellent
1616,49,Female,EV,7,4,6.26,0,35.59,12957,775,6.9,3,3.6,2.1,21.86,9.06,28.64,9,Excellent
1619,49,Female,Public Transport,4,0,3.33,0,50.12,10104,627,5.7,1,0.8,2.1,9.58,7.38,13.47,3,Need Improvements
1738,49,Female,Public Transport,2,4,8.08,0,90.12,1760,202,4.6,2,1.5,2.7,12.49,4.89,15.97,4,Good
1764,49,Female,Public Transport,4,2,9.31,0,55.13,13118,913,6.4,2,2.5,0.2,12.89,8.59,18.09,5,Good
1809,49,Female,Public Transport,1,0,5.2,0,90.56,13742,1047,4.9,2,5.4,1.2,11.89,7.19,16.97,5,Good
1854,49,Male,Bicycle,2,2,4.44,0,41.95,10304,914,7.8,2,0.3,2.8,10.82,9.52,15.78,4,Good
1933,49,Female,EV,6,3,5.6,0,73.6,17651,995,6.2,2,2.4,2.5,18.84,9.14,25.38,7,Excellent
1937,49,Female,Bicycle,3,3,4.3,0,54.67,1569,180,6.5,3,4.8,1.3,15.36,6.76,19.61,5,Good
1026,50,Other,Car,8,1,8.64,0,11.89,11524,767,6.5,1,3.4,0.1,15.42,8.42,20.85,6,Excellent
1117,50,Female,Bicycle,3,0,3.97,0,93.36,18625,1138,4.7,2,5.6,2,15.7,7.8,21.71,6,Excellent
1128,50,Female,Public Transport,0,4,4.27,1,34.17,2495,479,7.4,0,3.7,1.3,9.42,7.82,13.18,3,Need Improvements
1193,50,Female,EV,4,1,9.65,0,94.29,7780,571,8.9,2,1.8,0,10.1,10.2,14.37,4,Good
1206,50,Female,Walking,7,2,8.12,1,46.57,19321,1235,8.2,0,3.3,1.4,16.92,11.42,23.8,7,Excellent
1235,50,Male,Public Transport,5,0,2.43,1,17.99,14034,1008,9.6,1,1.8,2.4,12.54,11.94,18.26,5,Good
1257,50,Female,Car,3,4,7.8,0,32.17,18424,1028,9.6,3,5,2.7,20.77,12.67,28.18,8,Excellent
1274,50,Male,Bike,5,3,9.81,0,16.55,2971,528,4.1,2,2.6,0.5,13.6,4.6,17.88,5,Good
1311,50,Male,Bike,7,1,9.32,0,40.36,2284,596,5.9,1,4.2,0.2,13.78,6.28,18.47,5,Good
1335,50,Female,Bike,6,4,4.73,0,35.87,9911,609,6.5,0,2.2,0.1,13.95,8.15,18.77,5,Good
1337,50,Female,Bike,7,3,7.4,0,37.39,5576,390,9,1,3,1.8,16.73,9.93,21.98,6,Excellent
1346,50,Female,Bike,0,1,9.9,1,24.38,5995,770,6.4,1,1.9,2.9,7.8,7.4,11.7,3,Need Improvements
1364,50,Male,EV,3,0,3.87,0,14.93,4951,567,5.9,0,2.2,2.6,8.63,6.73,12.22,3,Need Improvements
1367,50,Female,Bicycle,1,4,6.44,0,55.28,14359,1078,8.6,3,4.7,2.3,17.39,10.99,24.1,7,Excellent
1390,50,Male,Bicycle,0,0,6.36,0,81.97,2473,401,8,2,4.9,0.8,8.11,8.41,11.54,3,Need Improvements
1395,50,Male,Walking,8,1,3.35,0,79.66,14248,945,4.2,1,4.4,1,17.77,6.57,23.74,7,Excellent
1417,50,Female,Walking,9,2,7.16,1,56.04,16926,1142,7,0,1.5,0,15.32,9.82,21.54,6,Excellent
1460,50,Male,Walking,0,0,7.14,0,49.12,1797,443,4.4,0,2,2.8,5.1,4.7,7.56,1,Need Improvements
1531,50,Female,Public Transport,4,4,6.99,0,22.29,15481,1131,7.5,0,4.4,2.7,17.68,10.08,24.42,7,Excellent
1561,50,Other,Bike,5,3,2.99,0,77.38,4891,471,8.3,3,5.7,2.1,19.62,9.12,25.52,8,Excellent
1562,50,Other,Public Transport,8,4,3.65,0,84.51,16522,1162,8.3,0,1.1,0.8,16.65,11.05,23.35,7,Excellent
1569,50,Female,Walking,8,1,6.41,0,85.83,9107,697,5.9,1,1.3,1.6,14.42,7.42,19.43,5,Good
1733,50,Male,Car,3,0,6.99,0,49.87,13894,904,7.6,2,4.3,2.3,13.92,9.92,19.46,5,Good
1785,50,Male,Public Transport,2,1,4.44,1,43.21,14406,1165,5.6,1,6,2.2,14.6,8,20.55,6,Excellent
1806,50,Male,EV,6,3,5.79,1,32.02,18805,1266,5.3,2,1.9,0,16.03,8.43,22.44,6,Excellent
1820,50,Female,Public Transport,4,4,2.06,1,52.61,6741,556,5,1,5.1,2.9,18.12,6.12,23.49,7,Excellent
1895,50,Male,Bike,7,1,4.69,0,97.02,10308,755,5.4,3,3.9,2.3,18.92,7.12,24.89,7,Excellent
1078,51,Male,EV,4,1,8.37,0,29.59,15893,1173,6.7,1,2.6,0.9,12.15,9.35,17.76,5,Good
1127,51,Male,EV,7,3,3.71,1,97.06,1690,257,5.5,3,5.9,0,19.18,5.78,24.22,7,Excellent
1251,51,Female,Car,1,0,2.84,1,39.88,10777,797,7.9,2,1.5,0.5,6.8,9.7,10.74,2,Need Improvements
1361,51,Female,Bicycle,3,2,2,0,76.31,4367,652,8.7,0,5.7,0.6,12.03,9.43,16.82,5,Good
1444,51,Female,Public Transport,2,4,9.1,0,67.05,5355,459,6.4,0,3,1.8,11.69,7.29,15.75,4,Good
1494,51,Male,Public Transport,3,3,6.37,0,53.48,15210,1118,7.2,2,3.8,1.3,15.64,9.74,21.9,6,Excellent
1538,51,Male,Walking,0,2,7.39,0,10.64,6229,681,4.4,0,2.1,2.9,8.04,5.44,11.56,3,Need Improvements
1591,51,Male,Car,8,1,8.21,0,58.02,2909,288,7.5,3,3.1,2.9,18.48,7.98,23.7,7,Excellent
1821,51,Female,EV,5,0,7.53,0,65.19,17661,1176,6,2,1,0.6,11.54,8.94,16.95,5,Good
1855,51,Male,Bike,9,4,3.54,0,38.86,11426,946,9.6,3,1.1,1.6,20.6,11.5,27.82,8,Excellent
1861,51,Female,Bike,3,0,3.33,0,37.13,14345,1030,8.9,0,3.9,2,11.29,11.29,16.72,5,Good
1883,51,Male,Walking,2,4,5.43,1,42.77,18206,1327,4.2,2,5.4,2,18.43,7.23,25.3,7,Excellent
1886,51,Female,Car,3,0,2.08,0,48.73,2031,565,8.6,1,2.6,2.5,9.44,8.94,13.53,3,Need Improvements
1892,51,Male,EV,2,4,5.11,0,36.78,14998,1153,9.6,0,1.5,0.2,10.2,12.1,15.75,4,Good
1912,51,Female,Bike,5,0,3.24,0,76.43,18274,1189,4.1,2,0.9,1,11.95,7.15,17.23,5,Good
1955,51,Female,Walking,3,3,5.08,0,70.68,11844,786,6.4,0,2.5,1.9,12.37,8.37,17.22,5,Good
1063,52,Male,Bicycle,1,1,6.75,1,57.54,5239,501,5.1,3,1.1,0.3,7.27,5.97,10.37,2,Need Improvements
1115,52,Male,Bike,8,3,4.15,0,59.92,4319,361,8.1,2,3.6,2.7,20.02,8.82,25.76,8,Excellent
1116,52,Female,Car,5,3,3.59,0,91.15,18790,1172,8.8,2,4.5,0.2,17.83,11.93,24.84,7,Excellent
1133,52,Male,EV,1,2,7.35,0,23,5503,609,8.2,0,4.6,1.6,10.12,9.12,14.38,4,Good
1138,52,Male,EV,4,3,9.09,0,10.76,4695,678,6.5,3,1.8,0.4,12.98,7.28,17.75,5,Good
1140,52,Male,Bike,1,3,6.52,1,74.17,6778,629,8,1,2.8,1.4,10.33,9.13,14.65,4,Good
1288,52,Female,EV,2,2,6.76,0,37.25,7184,635,9.1,3,4.1,0.2,12.5,10.3,17.4,5,Good
1304,52,Female,Bicycle,7,3,9.37,0,36.21,4271,352,6.3,1,2.9,2.7,17.31,7.01,22.27,6,Excellent
1321,52,Female,Walking,2,4,6.1,0,94.94,19928,1107,7,1,2.8,0.9,14.02,10.32,19.91,6,Excellent
1324,52,Female,EV,7,0,6.97,0,94.46,18856,1273,5.5,3,2.5,1.9,17.54,8.64,24.28,7,Excellent
1331,52,Female,EV,1,1,3.52,0,71.13,5354,667,4.9,3,0.5,1.4,7.79,5.79,11.3,3,Need Improvements
1372,52,Female,Car,3,1,9.24,1,82.46,16445,1258,7.9,2,0.3,0.1,9.14,10.64,14.47,4,Good
1381,52,Male,Bicycle,8,3,3.31,0,96.55,15738,1121,7.9,1,4.3,0.2,19.12,10.52,26.18,8,Excellent
1389,52,Female,Bicycle,5,1,8.57,0,48.99,19344,1391,6.7,0,2.1,2.6,13.92,9.92,20.33,6,Excellent
1425,52,Female,Car,4,0,9.65,0,92.33,4574,379,6,2,1.7,2.5,10.96,6.76,14.66,4,Good
1473,52,Female,Walking,7,4,2.2,1,23.45,5833,728,9.5,2,1.5,2.1,17.57,10.47,23.73,7,Excellent
1560,52,Female,Public Transport,1,0,5.57,1,49.24,14844,1007,5.6,0,4.2,2.8,10.47,8.07,15.28,4,Good
1582,52,Female,Public Transport,8,4,4.62,1,92.04,13700,1077,4,0,5,0.7,19.98,6.28,26.63,8,Excellent
1608,52,Female,EV,7,1,7.75,0,81.34,9630,615,5.8,3,4.2,1.1,17.91,7.41,23.44,7,Excellent
1610,52,Female,Car,0,2,6.22,0,54.4,1444,446,5.3,0,2,0.5,4.74,5.54,7.24,1,Need Improvements
1626,52,Female,EV,5,2,6.73,0,45.53,19177,1061,9.8,3,3.4,0.3,16.9,13,23.62,7,Excellent
1653,52,Male,Car,3,4,9.36,0,23.94,18700,1324,7,0,0.1,1.5,11.72,10.12,17.58,5,Good
1668,52,Female,Public Transport,3,2,3.92,0,53.58,18378,1349,5.2,0,1.2,1.1,10.36,8.26,15.78,4,Good
1747,52,Other,Bicycle,7,1,4.61,0,66.63,6957,621,9.7,2,1.9,1.5,14.56,10.86,19.93,6,Excellent
1793,52,Female,Bicycle,8,4,8.96,0,44.48,18669,1084,4.7,0,4.5,0.5,20.11,7.81,26.89,8,Excellent
1823,52,Male,Car,0,4,2.31,1,69.57,5262,572,7.5,0,3.1,1.7,9.68,8.38,13.69,3,Need Improvements
1975,52,Female,Bike,8,3,3.12,0,68.49,11107,974,7.4,0,0.5,0.4,13.75,9.25,19.37,5,Good
1014,53,Female,Public Transport,8,0,8.38,1,63.17,11825,815,8.4,2,5.4,1.9,19.27,10.37,25.81,8,Excellent
1066,53,Male,EV,1,1,5.77,0,53.42,10611,952,8.1,1,3.4,1.2,9.37,9.87,14.16,4,Good
1080,53,Female,EV,5,0,6.88,0,21.76,17009,958,6.2,1,3.6,2.1,14.53,9.03,20.13,6,Excellent
1172,53,Female,Bike,0,4,3.05,0,14.42,11207,704,7.1,0,3.8,1.6,11.27,8.97,15.82,4,Good
1264,53,Male,Bicycle,0,2,7.05,0,57.48,6052,656,4.8,3,5.2,1.9,13.11,5.81,17.64,5,Good
1317,53,Male,Walking,2,2,7.79,0,94.01,1358,477,6.4,3,1.4,0.3,8.93,6.63,12.47,3,Need Improvements
1334,53,Male,Car,1,4,8.42,0,46.71,18772,1061,4.8,3,0.1,2,13.23,7.93,18.6,5,Good
1431,53,Male,Bike,8,4,9.58,0,47.47,9007,898,8.3,2,5.5,1.4,22.4,9.8,29.71,9,Excellent
1530,53,Female,Bike,8,3,9.53,0,78.7,8025,629,5.6,1,4,1.9,19.24,6.94,25.04,7,Excellent
1537,53,Female,EV,7,2,5.22,1,50.21,14262,841,8.3,2,3.7,0.9,17.98,10.68,24.29,7,Excellent
1600,53,Male,Bicycle,4,4,3.69,1,87.91,4751,589,9.7,2,4.6,1.1,16.49,10.49,22.18,6,Excellent
1603,53,Other,Car,5,3,6.48,0,42.08,15691,1258,4.2,2,3.8,1.5,17.92,6.82,24.54,7,Excellent
1612,53,Male,Public Transport,5,4,2.42,0,98.59,12982,991,7.9,3,3.3,2.4,19.86,10.06,26.81,8,Excellent
1638,53,Male,EV,7,2,2.68,0,53.54,17861,1139,8.7,0,1,0.2,13.18,11.68,19.18,5,Good
1658,53,Female,Walking,9,3,2.68,0,16.7,18529,1378,5.5,3,5.6,0.3,23.99,8.59,32.23,10,Excellent
1706,53,Male,Walking,4,2,9.4,0,21.02,12141,910,6.8,0,5.3,2.6,15.92,8.82,21.78,6,Excellent
1746,53,Male,EV,2,3,2.32,0,46.98,10650,880,7.1,3,2.2,1.1,13.08,8.88,18.34,5,Good
1773,53,Female,Walking,9,0,9.51,0,55.17,6897,489,7.5,1,3.4,1.7,16.25,8.65,21.41,6,Excellent
1781,53,Male,Bike,2,4,7.91,0,21.8,6745,628,6.8,2,2.3,0.4,11.82,7.92,16.3,4,Good
1971,53,Male,Bicycle,6,1,5.56,0,18.53,6828,657,7,3,1.5,0.5,13.14,8.14,17.95,5,Good
1042,54,Male,Bike,6,3,3.12,0,46.51,11516,780,9,0,0.8,1.1,12.82,10.92,18.07,5,Good
1132,54,Female,Car,9,3,7.2,0,55.25,6873,768,7.5,2,1.9,1.9,18.95,8.65,25.21,7,Excellent
1141,54,Male,Bike,3,2,7.3,0,42.97,16150,930,6.9,3,0.7,0.9,12.29,9.59,17.47,5,Good
1165,54,Female,Bike,4,4,9.48,0,89.35,18118,1143,9.1,1,4.9,1.7,18.62,12.12,25.77,8,Excellent
1205,54,Male,Walking,1,2,8.86,0,20.19,13076,1077,5.6,3,2.8,1.6,12.58,7.78,17.95,5,Good
1225,54,Female,Walking,5,4,9.57,0,78.07,10910,679,5.5,1,2.6,1.2,15.62,7.32,20.79,6,Excellent
1233,54,Female,Walking,8,0,8.98,0,71.71,17006,1205,8.8,1,4.1,2,17.93,11.63,25.03,7,Excellent
1300,54,Male,Car,4,1,4.57,0,47.36,7476,480,6.4,2,5.8,0,14.05,7.65,18.62,5,Good
1383,54,Female,Public Transport,8,4,2.98,1,18.82,6901,825,6.8,0,5.7,0.1,18.95,7.95,25.24,7,Excellent
1459,54,Male,Car,5,3,4.4,0,87.03,2883,376,4.3,1,2.3,2.3,14.08,4.78,18.19,5,Good
1486,54,Female,Walking,4,4,5.87,0,27.96,12384,781,7.5,3,3,1.8,17.86,9.56,23.94,7,Excellent
1511,54,Female,Bicycle,6,1,5.72,1,46.27,1232,442,7.8,2,3.3,2,14.51,8.01,19.27,5,Good
1533,54,Male,Bike,6,0,8.44,0,89.42,15961,1044,5,1,2.6,1,13.26,7.66,18.63,5,Good
1565,54,Female,Bike,6,4,9.82,0,27.47,10554,754,5.9,3,2.6,1.2,18.56,7.66,24.52,7,Excellent
1605,54,Female,EV,9,3,7.34,0,59.56,2494,489,4.4,3,1.5,1.9,18.82,4.82,24.11,7,Excellent
1620,54,Male,Walking,8,3,5.04,0,85.25,1496,383,6.2,2,5,1.1,19.35,6.45,24.76,7,Excellent
1692,54,Female,Public Transport,4,3,2.8,0,32.03,5019,711,4.4,0,1.1,0.5,9.44,5.24,13.3,3,Need Improvements
1745,54,Male,Car,0,2,6.93,0,75.69,13108,821,7.2,0,2.4,0.8,7.38,9.38,11.4,3,Need Improvements
1779,54,Female,Walking,3,0,3.64,0,83.15,5027,692,4.1,1,5.5,0.8,11.14,4.94,15.26,4,Good
1836,54,Female,Walking,9,2,9.73,0,92.29,14665,920,6.6,2,3.7,2.3,21.44,9.04,28.4,8,Excellent
1837,54,Female,Car,6,1,7.58,0,33.88,7629,500,6.7,0,0.3,1.8,10.37,7.97,14.28,4,Good
1875,54,Female,Car,7,0,4.25,0,75.01,1442,369,4.6,3,3,0.7,13.94,4.84,18.04,5,Good
1023,55,Female,Walking,2,1,9.94,0,21.35,12906,764,9.1,2,4.1,2.4,13.65,11.25,19.05,5,Good
1247,55,Male,Car,7,3,5.69,1,41.2,13103,805,7.8,0,2.9,2.2,17.28,9.98,23.33,7,Excellent
1318,55,Female,Bike,7,4,9.43,0,41.01,1849,491,5.7,1,5.3,1.5,19.11,6.01,24.62,7,Excellent
1354,55,Female,Walking,8,1,4.76,1,39.54,18007,1067,5.6,0,1.3,1.2,14.5,8.6,20.24,6,Excellent
1355,55,Female,Bicycle,5,3,2.06,0,20.16,12542,1070,5.5,1,1.6,0.1,12.79,7.59,18.18,5,Good
1680,55,Female,Bicycle,3,1,5.5,1,63.32,7922,830,6.5,3,2.9,1.5,12.72,7.82,17.74,5,Good
1693,55,Female,Walking,1,0,8.13,0,89.33,1815,222,4.3,2,4.1,2.1,9.5,4.6,12.38,3,Need Improvements
1734,55,Male,Car,1,2,3.05,1,65.6,6154,697,8.8,1,4.6,2.5,12.13,9.83,17.04,5,Good
1767,55,Male,Walking,8,2,3.07,0,80.21,18177,1242,8.1,3,4.4,2.2,22.63,11.13,30.65,9,Excellent
1833,55,Female,EV,5,2,5.66,1,24.66,15440,921,7.7,2,0.9,2.5,14.97,10.27,20.77,6,Excellent
1882,55,Female,Bicycle,2,0,6.85,0,53.87,8058,667,7.9,2,1.4,2.2,8.94,9.24,13.05,3,Need Improvements
1884,55,Female,Bike,9,0,2.22,0,67.54,12894,1017,4,0,5.2,0.7,17.05,6.15,22.99,7,Excellent
1894,55,Female,EV,4,0,9.15,1,12.81,17618,1095,4.8,0,4.2,3,14.14,7.74,19.75,6,Excellent
2000,55,Male,Car,4,0,5.09,0,58.91,18591,1407,6.1,0,1.8,2.9,11.8,9.2,17.73,5,Good
1001,56,Female,Walking,5,2,5.32,0,44.7,15635,975,9.2,0,5.8,0.5,15.91,11.81,22.19,6,Excellent
1008,56,Male,EV,6,4,7.83,0,33.6,2074,346,8.8,2,4.5,0.9,17.75,9.15,23.09,7,Excellent
1047,56,Male,Walking,1,1,9.97,0,95.39,12545,773,5,3,3.2,1.6,11.89,7.09,16.44,4,Good
1120,56,Female,Walking,6,0,6.7,0,32.53,18907,1152,9.2,2,0.2,0.1,11.45,12.35,17.2,5,Good
1149,56,Male,Walking,7,4,3.85,1,23.94,7616,827,10,1,3.1,0.4,16.77,11.27,23.03,7,Excellent
1159,56,Male,Bike,4,4,8.08,0,17.01,13674,989,8.4,0,4.2,0.1,14.58,10.68,20.52,6,Excellent
1167,56,Female,Car,6,0,8.26,1,76.56,14280,1040,7.1,2,1.2,2.9,14.48,9.48,20.34,6,Excellent
1192,56,Male,Walking,4,3,3.46,1,58.32,13123,774,9.5,2,1.6,1.8,14.59,11.69,20.24,6,Excellent
1200,56,Male,Car,1,2,4.54,1,75.56,12528,1083,6.1,3,2.9,1,11.99,8.19,17.31,5,Good
1221,56,Male,EV,2,4,4.63,0,91.62,2159,402,8.3,1,0.9,1.9,10.16,8.66,14.03,4,Good
1276,56,Male,EV,2,0,4.86,0,29.6,9055,740,5.1,0,2.5,0.6,6.61,6.61,10.05,2,Need Improvements
1421,56,Female,Public Transport,6,3,5.02,1,43,18216,1241,9.9,3,0.4,1.9,17.34,12.94,24.52,7,Excellent
1465,56,Male,Walking,7,2,3.63,0,79.05,9050,806,6.7,3,0.7,0.7,14.91,8.21,20.34,6,Excellent
1502,56,Female,Car,3,0,4.98,0,91.98,5023,651,5.8,3,3.4,1.5,11.74,6.64,16.11,4,Good
1529,56,Male,Walking,3,3,8.35,1,60.97,1799,497,10,0,5.9,2.9,15.1,10.3,20.36,6,Excellent
1615,56,Female,EV,2,0,4.42,0,70,3287,429,5.5,3,5.6,1.2,12.35,6.05,16.36,4,Good
1661,56,Male,Bike,6,3,6.91,0,61.66,17944,1152,4.1,2,3.1,1,18.09,7.09,24.53,7,Excellent
1664,56,Female,Bike,4,4,5.43,0,76.45,1296,253,6.9,1,1.9,2.7,13.82,7.12,17.95,5,Good
1711,56,Male,Bicycle,1,4,6.37,0,16.34,9252,805,8.2,1,2.4,2.8,12.74,9.74,17.93,5,Good
1716,56,Female,Walking,7,0,6.12,1,51.48,17120,968,5.7,0,0,2.5,12.35,8.55,17.47,5,Good
1726,56,Male,Bike,9,4,3.01,0,21.93,16551,1210,9.1,3,3.7,0.8,23.26,11.86,31.47,10,Excellent
1859,56,Female,EV,0,2,5.77,0,48.72,1634,420,8.4,0,1.5,1.9,5.67,8.67,8.7,2,Need Improvements
1881,56,Female,Walking,7,3,5.74,0,24.27,11599,705,8,3,3.8,2.2,20.93,9.93,27.53,8,Excellent
1015,57,Male,EV,8,0,7.42,0,74.93,10193,812,4.7,2,1.8,1.4,14.9,6.4,20.09,6,Excellent
1068,57,Male,Bicycle,9,1,6.56,1,10.9,12109,956,6.4,2,5.6,0.5,20.12,8.42,26.85,8,Excellent
1088,57,Female,Bike,6,4,2.05,0,10.9,1598,218,7.4,3,2.9,0.5,16.67,7.67,21.36,6,Excellent
1135,57,Male,EV,0,3,9.46,0,40.07,14964,1028,9.9,3,3.1,2.9,14.49,12.39,20.69,6,Excellent
1275,57,Female,Walking,5,0,4.95,0,81.11,15593,1112,4.3,2,2.7,1,13.3,6.9,18.72,5,Good
1278,57,Male,EV,9,1,6.16,0,82.29,15677,1107,5.1,2,1.5,1.7,17.81,7.71,24.23,7,Excellent
1319,57,Male,Walking,2,2,5.44,0,24.49,8498,541,8.9,3,5.2,2.1,15.72,10.32,21.05,6,Excellent
1402,57,Female,Walking,8,2,8.56,0,93.93,2340,359,7,1,0.3,2.8,14.49,7.39,18.98,5,Good
1416,57,Female,Public Transport,6,2,7.92,0,18.01,7431,823,7.7,3,4.8,2.6,19.64,8.94,26.17,8,Excellent
1474,57,Male,EV,5,0,7.52,0,55.9,10894,751,4.3,2,4.8,2.6,16.22,6.12,21.5,6,Excellent
1498,57,Male,Car,2,4,3.56,0,29.38,4688,593,4.1,0,2.4,2.5,11.68,4.88,15.72,4,Good
1570,57,Female,Bicycle,9,2,3.23,0,37.29,17626,1375,7.6,2,2.8,0.7,19.44,10.54,27.03,8,Excellent
1684,57,Male,Bicycle,2,4,2.32,1,90.08,4407,420,8.6,1,5.3,1.6,14.63,9.33,19.48,5,Good
1853,57,Male,Bicycle,0,4,8.86,0,53.64,14751,869,4.4,1,3,0.3,10.76,6.86,15.2,4,Good
1929,57,Female,Walking,3,2,9.69,0,56.13,3329,497,9.5,0,3.3,2.5,11.35,10.05,15.81,4,Good
1098,58,Female,Car,4,3,7.01,1,81.92,7429,659,8.1,0,5.5,1.5,15.24,9.34,20.62,6,Excellent
1121,58,Female,Bicycle,1,0,5.41,0,70.24,5928,704,7,2,4.2,2.5,10.69,7.99,15.11,4,Good
1198,58,Male,Car,7,2,2.87,0,13.27,3708,535,4.7,1,2.4,1.1,14.12,5.32,18.6,5,Good
1215,58,Male,Car,7,0,2.96,1,47.08,5784,425,5.5,0,0.1,0.3,8.36,6.46,11.57,3,Need Improvements
1273,58,Male,Public Transport,1,3,6.35,0,58.91,8368,865,9.6,0,2.8,0.8,8.99,10.99,13.72,3,Need Improvements
1303,58,Male,Public Transport,7,3,5.48,0,30.77,5717,607,9.6,3,4.4,0.4,18.75,10.55,24.92,7,Excellent
1333,58,Female,Car,7,1,5.13,1,99.35,5722,394,6,0,2.5,1.6,13.05,6.95,17.2,5,Good
1382,58,Female,Public Transport,0,0,8.27,1,38.16,2095,251,7.7,1,1,1.8,4.15,8.05,6.44,1,Need Improvements
1593,58,Other,Car,5,0,3.45,0,31.71,1080,339,4.4,2,2.8,0.3,10.28,4.58,13.56,3,Need Improvements
1627,58,Male,Public Transport,1,3,3.54,0,68.14,3723,596,4.9,0,5.1,0.4,10.12,5.52,13.95,4,Good
1640,58,Male,Public Transport,7,3,7.27,0,20.78,9381,588,4.3,3,1.9,0.9,17.36,5.86,22.55,6,Excellent
1725,58,Female,Bike,6,4,6.61,0,95.12,1011,227,9.7,0,3.5,1.8,15.47,9.87,20.23,6,Excellent
1752,58,Male,Public Transport,7,1,3.04,1,51.24,19214,1343,9.4,2,3.2,0.5,16.9,12.6,24.14,7,Excellent
1780,58,Female,Walking,2,3,8.38,0,58.76,12528,737,9.8,1,0.6,2.4,11.09,11.89,16,4,Good
1822,58,Female,Bike,0,3,7.29,0,88.19,1065,263,7.3,2,4.4,2.5,12.08,7.48,15.93,4,Good
1951,58,Female,Bike,8,3,6.89,0,54.39,13436,1085,9.2,3,0.6,1.2,18.04,11.44,24.97,7,Excellent
1033,59,Male,EV,7,0,4.67,0,15.72,6901,799,8.1,2,0.5,2.6,13.25,9.25,18.51,5,Good
1072,59,Female,Bicycle,8,4,4.84,0,44.52,7468,561,7.9,1,2.3,2.7,19.24,9.14,25.2,7,Excellent
1119,59,Male,Public Transport,7,1,6.44,0,16.79,18182,1335,4.6,2,0.1,2.1,15.23,7.63,21.52,6,Excellent
1155,59,Male,Bike,9,1,6,1,60.59,3373,488,7.5,0,3.2,0.3,14.06,8.06,18.79,5,Good
1180,59,Female,Car,0,4,7.16,0,34.51,16903,1116,8.4,2,2.5,1.3,12.62,11.22,18.42,5,Good
1208,59,Other,Bicycle,8,1,7.52,1,58.67,18530,1070,5.4,2,0.1,2.9,17.09,8.49,23.32,7,Excellent
1287,59,Female,EV,2,2,7.31,0,44.11,10340,960,7.3,3,3.1,1.1,12.92,9.02,18.34,5,Good
