Citizen_ID,Age,Gender,Modeof_Transport,WorkHours,Shopping_Hours,Energy_kWh,Charging_Station_Usage,CO2_kg,Daily_Steps,Calories_Burned,Sleep_Hours,Entertainment_Hours,SocialMedia_Hours, PublicEvents_Hours ,Total_Activity_Hours,Total_Health_Hours,Fitness_Index,Fiteness_Index1_Scale,Age_Based_Fitness
1399,59,Male,Public Transport,8,2,8.16,0,52.94,6283,434,4.4,1,0.5,1.9,14.45,5.45,18.75,5,Good
1412,59,Male,Bicycle,2,4,3.34,0,29.22,2292,266,8.7,2,3.3,2,13.68,9.08,18.04,5,Good
1423,59,Male,Bicycle,6,2,2.32,0,24.35,9953,888,5.1,1,1.8,2.3,14.76,6.76,20.12,6,Excellent
1455,59,Female,EV,8,2,5.06,0,55.28,3892,428,5.1,0,4.4,0.1,15.15,5.75,19.67,6,Excellent
1479,59,Female,EV,2,2,5.09,0,54.26,19402,1151,7.7,1,2.1,2.2,12.53,10.93,18.3,5,Good
1663,59,Female,Walking,5,0,5.87,0,60.1,19248,1403,9.1,2,2.4,0.6,13.21,12.31,19.79,6,Excellent
1685,59,Male,Public Transport,0,1,5.59,0,10.82,10046,827,8,1,2.9,1.6,8.17,9.67,12.46,3,Need Improvements
1899,59,Male,EV,2,4,6.07,0,15.98,11172,851,5.8,2,3.6,2.7,16.16,7.66,21.82,6,Excellent
1945,59,Male,Bike,9,3,6.83,0,73.4,2257,325,4.3,2,4.3,2.8,21.48,4.68,26.96,8,Excellent
1005,60,Male,Walking,3,3,2.79,0,98.95,19244,1414,6.6,1,2.2,0.5,12.91,9.81,19.14,5,Excellent
1170,60,Female,Bike,1,0,9.73,0,46.93,19047,1069,9,0,0.8,2.4,7.37,12.17,12.11,3,Good
1419,60,Other,Walking,8,2,6.38,1,91.37,1437,258,6.8,0,4.7,0.1,15.04,7.04,19.41,5,Excellent
1458,60,Female,Bike,7,1,3.9,1,40.62,19276,1259,8.3,3,4.7,0.6,19.51,11.51,26.97,8,Excellent
1564,60,Male,Car,9,3,2.31,0,13.49,9498,680,9,3,0.3,2.5,19.38,10.58,25.74,8,Excellent
1572,60,Male,Public Transport,4,4,6.8,1,52.36,15935,985,6.4,3,2,3,18.66,9.06,25.16,7,Excellent
1671,60,Female,EV,7,1,8.15,1,68.86,19899,1326,8.3,1,2.7,0.4,15.42,11.62,22.19,6,Excellent
1916,60,Female,EV,4,1,4.53,1,87.55,18124,1150,8.3,1,0.8,1.3,11.12,11.32,16.68,4,Good
1917,60,Female,Bike,5,3,2.7,0,94.8,18753,1301,9.2,0,2.4,1.8,15.33,12.33,22.14,6,Excellent
1967,60,Male,Bike,9,0,4.09,0,98.84,19033,1426,8.3,0,6,1.4,19.57,11.47,27.38,8,Excellent
1996,60,Male,Car,2,2,4.19,0,50.2,1713,572,6.5,3,4,2,13.29,6.79,17.9,5,Excellent
1021,61,Male,Car,7,0,4.8,0,59.74,19617,1334,4,3,3.5,0.3,17.07,7.27,23.65,7,Excellent
1029,61,Male,Car,0,2,5.28,0,63.57,10180,645,5.2,0,5.7,1.3,10.7,6.9,14.78,4,Good
1039,61,Male,Public Transport,4,2,8.93,1,91.6,10686,930,8.9,3,0.5,2.7,13.98,10.68,19.75,6,Excellent
1060,61,Female,Bike,2,4,5.87,0,93.22,8034,879,8.7,0,2.2,1.1,10.64,10.04,15.61,4,Good
1077,61,Male,Public Transport,5,2,6.54,0,46.97,16471,1304,8.6,3,4,1.7,18.45,11.35,25.82,8,Excellent
1108,61,Female,Walking,1,2,6.78,0,26.82,8973,720,8,3,2.9,1.2,11.6,9.5,16.35,4,Good
1134,61,Female,Bicycle,2,2,8.39,0,49.79,12720,776,7.8,0,5.2,0.2,11.52,9.92,16.35,4,Good
1185,61,Female,Public Transport,2,2,3.59,0,58.01,12219,1073,6.3,3,3.9,2.1,15.04,8.34,20.98,6,Excellent
1186,61,Male,Car,2,1,8.27,0,63.68,10399,797,4.2,1,1.9,2.2,9.83,5.93,13.92,4,Good
1209,61,Male,EV,7,0,9.56,0,83.65,14824,1221,4.3,2,3.8,1.3,16.57,6.77,22.86,7,Excellent
1239,61,Male,EV,9,4,5.07,0,31.54,3597,420,5,2,2.2,0.3,18.1,5.6,23.18,7,Excellent
1375,61,Male,EV,1,3,2.85,0,84.33,8041,679,9.4,3,3.5,0.2,12.04,10.74,16.98,5,Excellent
1462,61,Male,Public Transport,6,3,7.57,0,27.2,9235,896,8.9,2,2.1,1.7,16.34,10.44,22.51,6,Excellent
1463,61,Female,Bike,1,0,4.9,0,79.19,17538,1016,5.5,3,2,0.8,9.72,8.42,14.39,4,Good
1573,61,Male,Public Transport,7,1,7.85,0,24.16,10624,881,4.5,3,3,2.4,18.17,6.27,24.13,7,Excellent
1678,61,Female,Public Transport,0,4,2.94,0,21.44,1660,273,4.1,2,0.1,1.1,7.48,4.38,10.03,2,Need Improvements
1710,61,Male,Bicycle,5,0,6.88,1,53.38,2384,339,9.1,0,4.8,0.7,10.9,9.5,14.89,4,Good
1736,61,Male,Bike,7,2,3.61,0,19.36,16226,1212,5.2,3,2.5,2.5,19.7,7.9,26.72,8,Excellent
1866,61,Male,Bicycle,1,3,5.88,0,14.82,12322,930,8.9,2,3,2.4,13.45,10.95,19.12,5,Excellent
1091,62,Male,Walking,4,2,7.88,0,79.43,17450,1225,9.7,1,0.9,2.3,13.11,12.61,19.39,5,Excellent
1097,62,Female,Car,5,2,2.73,1,86.1,7806,667,5.5,1,1.1,1.6,12,6.8,16.42,4,Good
1101,62,Male,Public Transport,3,1,6.17,1,86.08,7452,488,7.2,2,1.9,0.4,9.54,8.44,13.33,3,Good
1168,62,Female,Bike,5,3,8.13,1,17.8,15746,958,4.6,0,0.5,2.9,14.02,7.22,19.32,5,Excellent
1181,62,Female,EV,1,3,7.96,0,20.58,10784,730,7.8,3,0.1,1.4,10.3,9.6,14.79,4,Good
1356,62,Female,Public Transport,0,2,5.23,1,88.3,18434,1297,8.6,3,1.8,2.5,12.37,11.67,18.52,5,Excellent
1432,62,Male,Bike,8,4,3.13,1,50.4,17611,1342,5,0,6,0.5,21.44,7.94,29.03,9,Excellent
1468,62,Female,Walking,3,2,3.44,1,51.89,2892,485,4.5,1,1.1,1.3,8.88,4.98,12.19,3,Good
1499,62,Female,Public Transport,5,4,3.33,0,36.27,15114,1198,5.9,3,3.9,0.2,18.62,8.42,25.48,7,Excellent
1546,62,Male,EV,2,1,3.63,1,45.97,2115,575,9.3,3,3.6,0.8,10.75,9.65,15.22,4,Good
1597,62,Male,Public Transport,1,2,6.28,1,35.17,19074,1278,9.7,1,0.4,1,8.58,12.88,14.06,4,Good
1662,62,Male,Walking,7,0,3.89,0,67.37,19296,1137,6.6,0,3.3,1.8,15.32,9.82,21.48,6,Excellent
1697,62,Male,Car,0,4,6.81,1,46.72,1922,540,8.7,2,5.7,1,13.02,9.02,17.79,5,Excellent
1704,62,Male,Walking,8,3,4.26,0,61.47,14301,1039,4.9,3,1.8,0.3,18.48,7.28,24.87,7,Excellent
1718,62,Female,Car,4,1,2.13,0,24.6,9664,782,9.5,3,3.4,2.4,15.41,11.11,21.24,6,Excellent
1737,62,Female,Car,8,0,9.27,0,96.61,2525,479,8,0,2.9,1.5,12.82,8.42,17.34,5,Excellent
1739,62,Male,Walking,6,2,7.41,0,34.33,17978,1127,7,1,3.2,2.7,17.9,10,24.6,7,Excellent
1804,62,Female,Bicycle,7,1,2.47,0,92.1,17121,1061,7,3,0.6,0.8,15.25,9.85,21.3,6,Excellent
1848,62,Male,Bike,2,4,2.44,1,10.04,19044,1206,8.7,1,4.3,2.3,16.77,11.87,23.63,7,Excellent
1959,62,Female,Walking,6,2,5.87,0,20.89,9991,707,9.9,1,2.6,1.8,15.07,11.57,20.73,6,Excellent
1987,62,Female,Public Transport,9,1,9.67,0,61.52,9402,730,9.9,1,4.1,1.3,17.97,11.47,24.26,7,Excellent
1998,62,Female,EV,8,3,2.41,0,84.26,9521,946,6.5,3,4.8,0.3,20.69,8.09,27.53,8,Excellent
1328,63,Male,Bike,9,0,9.95,1,87.57,8032,853,5.3,1,3.9,2.5,17.74,6.64,23.65,7,Excellent
1352,63,Male,Car,2,1,2.78,0,30.91,10531,869,6.1,3,5.4,1.1,14.26,7.86,19.61,5,Excellent
1379,63,Female,EV,7,3,4.38,0,52.06,13889,832,9.6,2,4,1.9,20.21,11.91,27.12,8,Excellent
1387,63,Female,Car,1,4,9.28,0,29.75,2079,301,6.8,3,5.3,1.4,15.05,7.15,19.51,5,Excellent
1403,63,Male,EV,1,4,9.11,1,87.36,15805,1134,9.3,3,0,3,13.63,11.93,19.79,6,Excellent
1436,63,Male,Car,2,0,5.05,1,93.83,10255,882,8.2,2,4.4,2.6,12.71,9.91,18.04,5,Excellent
1520,63,Female,Bicycle,4,0,4.81,1,52.77,12882,1142,4.2,3,1.8,0.2,11.15,6.35,16.19,4,Good
1578,63,Female,Public Transport,3,0,7.19,0,17.5,13482,905,4,2,2.5,0.2,9.95,6.25,14.25,4,Good
1682,63,Female,Walking,4,4,4.1,1,13.93,19913,1316,7.1,2,1.9,1,16.22,10.42,22.98,7,Excellent
1792,63,Female,EV,4,2,5.48,0,46.6,10436,842,7.1,0,0.2,0.4,8.34,8.84,12.58,3,Good
1845,63,Female,Bicycle,3,3,3.63,0,33.07,10877,841,9,3,1.6,2.1,14.51,10.81,20.22,6,Excellent
1954,63,Female,Bike,9,1,3.36,1,91.08,7908,797,4.9,3,3.3,0.8,18.42,6.22,24.31,7,Excellent
1995,63,Female,Bicycle,0,2,7.5,0,48.18,10244,862,8.5,2,4.8,2.1,12.61,10.21,17.92,5,Excellent
1037,64,Male,Walking,6,2,8.66,0,48.73,11415,1055,4.7,2,0.5,1,13.4,6.6,18.78,5,Excellent
1058,64,Male,Bike,0,1,4.84,1,97.2,3837,633,7.9,2,5.1,2.7,11.44,8.54,15.98,4,Good
1062,64,Female,Bike,6,2,4.86,0,20.54,15379,1021,7.2,2,3.6,2.7,18.86,9.76,25.58,8,Excellent
1093,64,Male,Bicycle,8,1,6.68,0,86.91,12590,1126,6.2,0,2.6,1.6,15.3,8.3,21.39,6,Excellent
1142,64,Female,Bicycle,7,1,7.43,1,14.76,17799,1388,7.1,3,2.2,1.5,17.67,10.07,24.86,7,Excellent
1366,64,Female,Bike,1,3,3.5,0,53.37,2573,414,8.1,3,3.7,2.3,13.43,8.53,17.96,5,Excellent
1407,64,Male,Public Transport,2,2,5.02,1,97.77,18745,1078,8.3,3,5.5,0.9,16.52,11.42,23.02,7,Excellent
1472,64,Female,Public Transport,4,3,7.47,1,42.24,3015,494,7.9,0,0.3,2.6,10.4,8.4,14.46,4,Good
1493,64,Male,EV,0,3,7.93,0,86.63,13288,938,4.8,0,2.5,0.8,8.51,7.01,12.69,3,Good
1517,64,Female,Bicycle,9,2,9.69,0,48.44,12084,1031,7.7,1,2.9,0.8,17.71,9.71,24.28,7,Excellent
1650,64,Female,Bicycle,8,3,2.29,1,64.09,7553,851,5.5,3,0.4,1.6,17.26,6.76,23.1,7,Excellent
1674,64,Female,Bike,2,4,2.95,0,17.72,8358,618,4.9,0,1.7,0.9,9.99,6.29,13.84,4,Good
1740,64,Female,Walking,8,1,4.41,0,84.05,14880,904,5,1,1.7,0.1,14.28,7.48,19.57,5,Excellent
1751,64,Female,Walking,7,3,3.67,0,87.38,10691,967,6.2,2,1.1,0.2,15.08,7.98,20.81,6,Excellent
1798,64,Female,Bike,6,2,8.05,0,55.82,2843,270,8,1,1.6,1.7,12.77,8.47,16.87,5,Excellent
1810,64,Male,Public Transport,8,0,2.46,0,97.48,14426,836,6.9,1,1.5,0.8,13.7,9.3,18.98,5,Excellent
1872,64,Female,EV,8,4,2.4,0,35.52,12102,992,5.5,0,4.8,0.1,18.92,7.52,25.37,7,Excellent
1921,64,Female,Bike,8,3,4.68,0,14.48,17702,1103,9.3,3,3,0.4,20.35,12.25,27.79,8,Excellent
1963,64,Male,Bike,8,3,8.48,1,62.99,6565,524,4.2,0,3.9,2.2,18.19,5.29,23.41,7,Excellent
1965,64,Male,Car,1,1,3.8,0,48.79,7929,511,8.6,3,2.8,2.1,11.22,9.92,15.56,4,Good
1978,64,Male,Public Transport,2,4,6.66,0,58.29,12199,764,9.8,1,2.4,1.4,12.83,11.83,18.15,5,Excellent
1993,64,Male,Bicycle,1,2,4.57,0,25.81,4955,487,5.3,0,0.8,1.7,6.33,6.13,9.23,2,Need Improvements
1997,64,Female,Walking,9,0,7.89,1,32.87,12080,787,6.8,2,3.2,1.6,17.81,8.81,23.8,7,Excellent
1083,65,Male,EV,1,0,4.09,0,29.96,2502,597,8.1,1,4.1,1.7,8.22,8.52,12.07,3,Good
1129,65,Male,Bike,0,1,5.2,0,54.53,12085,784,4.1,1,5.6,0.3,9.91,6.11,13.98,4,Good
1255,65,Female,Car,1,2,4.9,1,41.11,9026,805,7.3,1,2.7,0.2,8.4,8.8,12.61,3,Good
1292,65,Female,Public Transport,0,2,3.57,0,59.06,7212,600,7.2,0,5.9,2.2,11.3,8.4,15.66,4,Good
1297,65,Other,Bicycle,0,2,4.05,0,73.8,16247,999,4.8,3,1.3,2.5,11.51,7.51,16.41,4,Good
1306,65,Female,EV,8,4,2.44,0,16.8,1209,429,7.3,2,5.1,0.5,19.8,7.5,25.53,8,Excellent
1322,65,Male,Bicycle,5,2,4.79,0,10.34,13773,1088,7.1,3,4,2.5,18.8,9.4,25.62,8,Excellent
1340,65,Male,Walking,6,4,8.93,0,50.46,9708,941,5.4,1,3.1,0.7,16.42,7.02,22.26,6,Excellent
1347,65,Male,Walking,8,3,8.04,1,24.77,18885,1104,8.3,2,5.6,2.9,24.65,11.45,32.82,10,Excellent
1369,65,Female,Bike,4,4,5.34,0,75.63,6302,787,4.5,3,3,0.7,15.75,5.55,21.04,6,Excellent
1420,65,Male,Walking,7,2,2.7,0,24.09,11780,923,4.4,0,5.8,2.1,18.86,6.36,25.03,7,Excellent
1496,65,Female,EV,2,3,6.43,1,98.01,11559,935,5.1,1,5.8,2.9,16.63,7.03,22.46,6,Excellent
1527,65,Male,Public Transport,9,0,8.79,0,70.57,1427,217,6.1,2,6,2.4,19.64,6.34,24.76,7,Excellent
1611,65,Male,Walking,1,0,4.07,1,13.61,10157,793,5.5,1,1.9,1.1,6.69,7.19,10.3,2,Need Improvements
1632,65,Male,EV,1,4,6.23,0,11.83,9741,617,8,3,0,1.9,11.52,9.62,16.06,4,Good
1696,65,Female,Walking,1,3,8.92,0,92.65,17158,1324,7.1,2,1.3,0.4,10.56,9.96,16.21,4,Good
1789,65,Other,Bicycle,6,3,9.81,0,94.06,4148,538,8.6,0,4.9,2.7,17.29,9.29,22.9,7,Excellent
1826,65,Female,Car,3,3,5.37,0,91.5,9594,671,5.6,3,0.2,1.5,12.3,7.2,16.8,5,Excellent
1871,65,Female,Bicycle,5,4,9.87,1,59.04,9245,764,7.1,0,4,0.6,15.14,8.64,20.58,6,Excellent
1918,65,Female,Walking,7,2,4.43,0,56.66,19384,1156,6.9,0,0.6,2.7,15.53,10.13,21.81,6,Excellent
1968,65,Male,Walking,5,2,2.07,0,60.5,8351,746,7.5,3,5.9,1.4,18.69,8.89,24.86,7,Excellent
1031,66,Male,Bicycle,2,2,3.45,0,97.19,11073,904,8.8,2,4.7,0.2,12.75,10.65,18.2,5,Excellent
1160,66,Female,Car,9,0,4.5,0,73.61,11326,764,5.1,0,2.7,2,15.59,6.99,20.87,6,Excellent
1217,66,Male,Car,0,4,8.42,0,69.92,10024,618,6.6,0,4.1,1.1,10.87,8.27,15.11,4,Good
1218,66,Female,EV,4,4,8.89,0,57.22,15674,920,9.3,3,3.9,1.9,19.41,11.91,26.3,8,Excellent
1224,66,Male,Public Transport,5,0,8.5,0,50.48,11745,989,9.6,2,3.9,1.5,14.36,11.56,20.41,6,Excellent
1226,66,Male,Car,4,4,4.5,1,81.47,4409,534,7.2,2,1.2,2.6,14.53,7.93,19.41,5,Excellent
1228,66,Male,Public Transport,6,0,3.05,0,90.53,14180,1124,8.1,1,2.6,2.8,14.76,10.46,20.98,6,Excellent
1294,66,Male,Car,6,3,7.19,1,91.29,12525,740,7,2,1.5,0.9,15.49,9.09,20.94,6,Excellent
1315,66,Female,Public Transport,3,3,2.96,1,51.37,19594,1193,7.8,1,1.7,0.9,12.87,11.07,18.8,5,Excellent
1373,66,Male,Public Transport,6,4,5.94,1,86.55,16815,1280,5.7,3,3.6,0.7,20.1,8.5,27.4,8,Excellent
1386,66,Male,Public Transport,9,2,2.56,0,19.95,15123,1193,9.8,0,3.9,2.7,20.12,12.32,27.76,8,Excellent
1453,66,Other,Walking,1,2,6.77,1,62.03,16300,1277,5.1,3,4.6,2.9,16.22,7.82,22.65,7,Excellent
1518,66,Female,Bike,8,2,5.56,1,21.59,10447,838,6.3,3,4.5,1.3,20.54,8.04,27.11,8,Excellent
1552,66,Male,Walking,3,4,7.72,0,42.6,11639,769,9,2,0.9,0.7,12.54,10.94,17.71,5,Excellent
1609,66,Female,Public Transport,0,3,9.44,0,64.34,11268,1052,8.9,1,4.7,1.2,11.78,10.78,17.35,5,Excellent
1614,66,Female,Bike,3,0,2.97,0,23.7,19582,1088,5.3,2,1.3,2.8,12.36,8.56,17.67,5,Excellent
1622,66,Female,Bicycle,2,3,9.76,1,50.38,13459,799,9.9,2,2.7,0.8,12.74,12.14,18.13,5,Excellent
1630,66,Male,Bike,3,3,6.82,1,44.48,8630,665,4.1,1,4.8,0.7,13.94,5.54,18.57,5,Excellent
1637,66,Female,Bike,6,1,3.49,0,93.69,3886,449,5.7,1,0.4,0.3,9.35,6.35,12.83,3,Good
1731,66,Female,Bike,6,2,7.19,0,77.84,6664,445,8.8,0,4.2,2.6,15.91,9.91,21.08,6,Excellent
1753,66,Other,Public Transport,9,0,3.63,0,33.62,4395,372,9.5,2,1.6,1.4,14.73,10.23,19.61,5,Excellent
1811,66,Female,Bicycle,0,1,6.67,0,87.34,6113,677,4.1,0,2.1,2,6.12,5.12,9.21,2,Need Improvements
1818,66,Female,Bicycle,8,3,5.29,0,58.95,7185,478,8.7,3,6,0.2,21.4,9.9,27.72,8,Excellent
1852,66,Female,Bike,0,4,5.76,0,44.76,6497,712,4.5,2,1.7,1,9.78,5.58,13.73,3,Good
1956,66,Other,EV,8,4,4.78,0,66.99,19687,1224,6.2,1,2.8,2.5,21.58,9.48,29.12,9,Excellent
1974,66,Female,Bike,3,4,8.91,0,48.14,9150,868,8.4,3,5.8,0.4,17.73,9.93,24.06,7,Excellent
1052,67,Male,EV,1,4,3.27,1,16.35,19972,1391,7.4,1,4.3,0.5,14.13,10.73,20.66,6,Excellent
1067,67,Male,Car,2,1,6.43,0,66.03,5150,478,7.6,2,5,1.2,12.06,8.46,16.38,4,Good
1283,67,Female,Walking,7,4,3.11,1,82.8,13043,831,5.9,2,0.1,2.8,18.07,8.07,24.09,7,Excellent
1405,67,Female,Bike,3,4,4.27,1,53.4,15780,1181,5.6,3,2.5,2.4,17.53,8.23,24.1,7,Excellent
1426,67,Other,Bike,4,3,9.63,0,25.03,17301,1107,6.3,2,3.7,0.8,16.38,9.18,22.66,7,Excellent
1478,67,Female,Bicycle,4,1,3.93,0,44.52,8412,545,8.3,1,2.6,0.1,10.1,9.7,14.25,4,Good
1559,67,Male,Bike,3,3,4.02,0,59.2,2995,526,6.7,0,3.1,0.8,10.4,7.2,14.37,4,Good
1581,67,Male,Bike,5,1,2.96,0,70.03,14407,939,4.5,2,0.6,2,13,6.9,18.04,5,Excellent
1596,67,Male,Bicycle,5,1,7.65,1,82.53,16217,987,4.6,2,1.3,3,15,7.3,20.55,6,Excellent
1687,67,Female,Bicycle,9,2,6.57,0,96.31,5760,447,5.3,0,3.6,1,16.56,6.26,21.43,6,Excellent
1720,67,Female,Bicycle,9,2,5.02,0,76.47,1493,429,7.4,1,2.4,1.7,16.35,7.65,21.4,6,Excellent
1776,67,Male,Public Transport,6,3,7.61,0,53.78,18500,1237,8.3,0,0.1,2.7,14.88,11.38,21.37,6,Excellent
1803,67,Male,Bike,4,1,3.83,0,94.39,14273,929,9.2,3,4.4,0.2,14.98,11.58,20.98,6,Excellent
1863,67,Male,Bike,7,2,9.52,1,78.25,19602,1447,8.5,1,5.7,2.7,21.67,11.77,29.96,9,Excellent
1885,67,Male,Bike,8,0,8.27,1,21.61,3939,678,4.5,0,3.1,1.3,13.06,5.16,17.59,5,Excellent
1938,67,Female,EV,7,4,6.31,0,59,2973,275,8.9,0,3.1,1.3,15.9,9.4,20.74,6,Excellent
1038,68,Female,Bike,9,0,8.43,0,38.83,5482,551,5.9,3,5,2.9,20.81,6.81,26.82,8,Excellent
1043,68,Other,Bicycle,6,0,5.33,1,13.7,8396,655,9.9,3,5.5,2.7,18.6,11.3,24.87,7,Excellent
1112,68,Female,Public Transport,6,3,9.3,0,85.17,17911,1367,7.7,1,3.4,0.6,16.99,10.69,24.08,7,Excellent
1157,68,Female,Car,1,0,3.91,1,17.07,5184,644,8.9,3,0.7,0.8,6.36,9.76,10.04,2,Need Improvements
1176,68,Female,Bike,3,4,3.65,0,37.15,9572,754,8.5,0,0.1,0.5,9.2,10.1,13.6,3,Good
1207,68,Male,Public Transport,5,1,3.17,1,53.66,14948,1221,8.8,2,1.7,2.6,14.79,11.29,21.29,6,Excellent
1349,68,Female,Car,4,3,6.31,1,81.36,13510,1156,5.3,0,5.5,0,14.75,7.55,20.68,6,Excellent
1357,68,Male,Bicycle,6,1,3.88,0,67.25,18713,1195,6.6,3,3.1,1.6,17.82,9.72,24.6,7,Excellent
1440,68,Male,Car,4,2,3.54,1,39.43,6205,643,5.5,1,5.9,1.5,15.43,6.53,20.49,6,Excellent
1449,68,Female,Bike,8,2,4.51,1,57.91,6944,627,5.8,2,2.8,2,17.96,6.96,23.53,7,Excellent
1510,68,Female,EV,3,4,4.06,1,13.56,1390,555,9.4,2,1.2,0.3,10.73,9.63,15.16,4,Good
1563,68,Female,EV,0,4,2.01,0,79.41,8145,797,5.7,1,0.6,1.9,8.86,7.06,12.94,3,Good
1580,68,Male,Bicycle,7,0,9.18,0,62.18,1646,279,4.6,2,3.6,2.7,15.57,4.87,19.82,6,Excellent
1592,68,Male,Public Transport,7,4,8.78,0,10.02,13150,1127,5.3,2,4.5,1.5,21.19,7.49,28.35,8,Excellent
1796,68,Female,Bicycle,5,2,3.75,0,25.37,12228,763,5.2,1,0.1,1.4,11.54,7.24,16.02,4,Good
1847,68,Female,Bike,4,2,6.46,0,70.3,6097,474,6,0,1.9,1.3,10.22,7.02,13.96,4,Good
1880,68,Male,EV,5,0,3.08,1,98.04,5377,551,4.6,3,4,0.3,13.2,5.5,17.51,5,Excellent
1891,68,Male,EV,5,2,5.82,0,84.97,17152,1201,9.2,2,4,2.3,18.16,12.06,25.34,7,Excellent
1900,68,Male,Bicycle,1,2,5.62,1,99.04,15457,1255,6.6,1,3.9,1.7,12.18,9.18,17.95,5,Excellent
1920,68,Male,Bicycle,1,1,9.56,1,31.07,18920,1437,9.9,2,3.9,2.4,13.45,13.05,20.26,6,Excellent
1939,68,Male,Public Transport,1,4,6.27,1,25.16,3822,671,8.1,3,3.3,1.6,13.54,8.74,18.6,5,Excellent
1990,68,Female,Car,5,1,9.16,1,29.51,19891,1404,8.8,2,3.2,0.7,15.22,12.12,22.17,6,Excellent
1002,69,Male,Bicycle,0,2,2.19,0,92.39,1671,455,8.1,2,5.5,1.9,11.68,8.38,15.94,4,Good
1040,69,Other,Walking,7,1,2.48,0,27.21,8400,820,5.6,2,0.5,2.8,14.7,7,19.98,6,Excellent
1161,69,Female,Bicycle,4,2,5.29,0,92.8,11546,918,8.9,2,1.5,0.7,12.12,10.82,17.5,5,Excellent
1196,69,Male,Walking,2,3,2.5,0,78.77,17480,1238,7.1,2,3.6,0.2,13.71,10.01,19.82,6,Excellent
1216,69,Female,Public Transport,4,1,4.5,0,22.46,16185,961,6.4,3,5.9,2.9,19.5,9.1,26.12,8,Excellent
1219,69,Male,EV,3,0,3.1,0,67.54,18845,1228,9.8,3,0.1,0.1,9.34,12.94,14.89,4,Good
1250,69,Male,EV,2,4,7.68,1,78.11,10954,723,5.9,2,3.2,1.9,14.93,7.73,20.09,6,Excellent
1272,69,Male,Bike,6,3,2.09,1,41.65,7704,589,7.5,3,4.1,0.8,18.18,8.78,23.94,7,Excellent
1293,69,Female,Public Transport,7,3,8.56,0,69.53,5637,436,4.9,1,4,2.4,18.34,5.84,23.49,7,Excellent
1313,69,Female,Public Transport,8,4,7.94,0,96.54,1768,362,5.5,0,1,1.3,14.59,5.79,18.93,5,Excellent
1391,69,Female,Public Transport,6,2,2.62,0,76.55,5888,725,7.8,3,4.7,0.9,17.58,8.78,23.52,7,Excellent
1454,69,Male,Bicycle,8,4,8.52,0,96.22,3793,331,8.4,0,0.9,1,14.53,9.03,19.15,5,Excellent
1470,69,Male,EV,2,2,9.07,0,93.86,10450,819,7,2,3.5,0.8,12.04,8.74,16.96,5,Excellent
1475,69,Female,Bicycle,5,2,4.53,1,51.45,16942,1339,4.2,0,0.3,1.2,11.32,7.02,16.79,5,Excellent
1521,69,Male,Car,5,2,9.28,0,38.55,15838,1269,10,1,2.1,1.8,14.54,12.64,21.24,6,Excellent
1539,69,Female,Bike,6,1,5.6,0,83.75,19799,1262,9.8,2,0.9,1.9,15.1,13.1,21.87,6,Excellent
1648,69,Male,Bicycle,5,4,4.62,0,80.07,5060,612,5.9,3,0.8,1.4,15.04,6.74,20.01,6,Excellent
1656,69,Male,Walking,4,0,7.93,0,48.92,6789,608,9,1,0.1,1,7.23,10.13,11.02,3,Good
1700,69,Female,Bike,3,0,7.05,1,91.73,18648,1375,6.1,1,5.5,2.7,15.31,9.21,21.88,6,Excellent
1893,69,Female,Walking,8,0,9.1,0,81.04,19680,1252,6,1,0.1,2,14.38,9.28,20.51,6,Excellent
1976,69,Female,Bike,5,1,6.55,0,12.22,2757,432,8.9,2,2.6,2.1,13.16,9.36,17.77,5,Excellent
